name,CASCADE,CONFIGURATION,LOOP_DELAY,WIDTH,ABREG,MREG,CREG,DSP_REG_LEVEL,s,PE_DELAY,PE_NB
655CA1L0AB1M1C1E,1,EXPAND,0,655,1,1,1,3,39,8,39
655CA0L0AB0M0C0F,0,FOLD,0,655,0,0,0,1,39,5,17
655CA0L0AB0M1C0F,0,FOLD,0,655,0,1,0,2,39,6,14
655CA0L0AB1M0C0F,0,FOLD,0,655,1,0,0,2,39,6,14
655CA0L0AB1M1C0F,0,FOLD,0,655,1,1,0,3,39,8,11
655CA0L0AB0M0C1F,0,FOLD,0,655,0,0,1,1,39,6,14
655CA0L0AB0M1C1F,0,FOLD,0,655,0,1,1,2,39,7,12
655CA0L0AB1M0C1F,0,FOLD,0,655,1,0,1,2,39,7,12
655CA0L0AB1M1C1F,0,FOLD,0,655,1,1,1,3,39,9,10
655CA1L0AB0M0C1F,1,FOLD,0,655,0,0,1,1,39,5,17
655CA1L0AB0M1C1F,1,FOLD,0,655,0,1,1,2,39,6,14
655CA1L0AB1M0C1F,1,FOLD,0,655,1,0,1,2,39,6,14
655CA1L0AB1M1C1F,1,FOLD,0,655,1,1,1,3,39,8,11
672CA0L0AB0M0C0E,0,EXPAND,0,672,0,0,0,1,40,5,40
672CA0L0AB0M1C0E,0,EXPAND,0,672,0,1,0,2,40,6,40
672CA0L0AB1M0C0E,0,EXPAND,0,672,1,0,0,2,40,6,40
672CA0L0AB1M1C0E,0,EXPAND,0,672,1,1,0,3,40,8,40
672CA0L0AB0M0C1E,0,EXPAND,0,672,0,0,1,1,40,6,40
672CA0L0AB0M1C1E,0,EXPAND,0,672,0,1,1,2,40,7,40
672CA0L0AB1M0C1E,0,EXPAND,0,672,1,0,1,2,40,7,40
672CA0L0AB1M1C1E,0,EXPAND,0,672,1,1,1,3,40,9,40
672CA1L0AB0M0C1E,1,EXPAND,0,672,0,0,1,1,40,5,40
672CA1L0AB0M1C1E,1,EXPAND,0,672,0,1,1,2,40,6,40
672CA1L0AB1M0C1E,1,EXPAND,0,672,1,0,1,2,40,6,40
672CA1L0AB1M1C1E,1,EXPAND,0,672,1,1,1,3,40,8,40
672CA0L0AB0M0C0F,0,FOLD,0,672,0,0,0,1,40,5,17
672CA0L0AB0M1C0F,0,FOLD,0,672,0,1,0,2,40,6,14
672CA0L0AB1M0C0F,0,FOLD,0,672,1,0,0,2,40,6,14
672CA0L0AB1M1C0F,0,FOLD,0,672,1,1,0,3,40,8,11
672CA0L0AB0M0C1F,0,FOLD,0,672,0,0,1,1,40,6,14
672CA0L0AB0M1C1F,0,FOLD,0,672,0,1,1,2,40,7,12
672CA0L0AB1M0C1F,0,FOLD,0,672,1,0,1,2,40,7,12
672CA0L0AB1M1C1F,0,FOLD,0,672,1,1,1,3,40,9,10
672CA1L0AB0M0C1F,1,FOLD,0,672,0,0,1,1,40,5,17
672CA1L0AB0M1C1F,1,FOLD,0,672,0,1,1,2,40,6,14
672CA1L0AB1M0C1F,1,FOLD,0,672,1,0,1,2,40,6,14
672CA1L0AB1M1C1F,1,FOLD,0,672,1,1,1,3,40,8,11
689CA0L0AB0M0C0E,0,EXPAND,0,689,0,0,0,1,41,5,41
689CA0L0AB0M1C0E,0,EXPAND,0,689,0,1,0,2,41,6,41
689CA0L0AB1M0C0E,0,EXPAND,0,689,1,0,0,2,41,6,41
689CA0L0AB1M1C0E,0,EXPAND,0,689,1,1,0,3,41,8,41
689CA0L0AB0M0C1E,0,EXPAND,0,689,0,0,1,1,41,6,41
689CA0L0AB0M1C1E,0,EXPAND,0,689,0,1,1,2,41,7,41
689CA0L0AB1M0C1E,0,EXPAND,0,689,1,0,1,2,41,7,41
689CA0L0AB1M1C1E,0,EXPAND,0,689,1,1,1,3,41,9,41
689CA1L0AB0M0C1E,1,EXPAND,0,689,0,0,1,1,41,5,41
689CA1L0AB0M1C1E,1,EXPAND,0,689,0,1,1,2,41,6,41
689CA1L0AB1M0C1E,1,EXPAND,0,689,1,0,1,2,41,6,41
689CA1L0AB1M1C1E,1,EXPAND,0,689,1,1,1,3,41,8,41
689CA0L0AB0M0C0F,0,FOLD,0,689,0,0,0,1,41,5,17
689CA0L0AB0M1C0F,0,FOLD,0,689,0,1,0,2,41,6,15
689CA0L0AB1M0C0F,0,FOLD,0,689,1,0,0,2,41,6,15
689CA0L0AB1M1C0F,0,FOLD,0,689,1,1,0,3,41,8,11
689CA0L0AB0M0C1F,0,FOLD,0,689,0,0,1,1,41,6,15
689CA0L0AB0M1C1F,0,FOLD,0,689,0,1,1,2,41,7,13
689CA0L0AB1M0C1F,0,FOLD,0,689,1,0,1,2,41,7,13
689CA0L0AB1M1C1F,0,FOLD,0,689,1,1,1,3,41,9,10
689CA1L0AB0M0C1F,1,FOLD,0,689,0,0,1,1,41,5,17
689CA1L0AB0M1C1F,1,FOLD,0,689,0,1,1,2,41,6,15
689CA1L0AB1M0C1F,1,FOLD,0,689,1,0,1,2,41,6,15
689CA1L0AB1M1C1F,1,FOLD,0,689,1,1,1,3,41,8,11
706CA0L0AB0M0C0E,0,EXPAND,0,706,0,0,0,1,42,5,42
706CA0L0AB0M1C0E,0,EXPAND,0,706,0,1,0,2,42,6,42
706CA0L0AB1M0C0E,0,EXPAND,0,706,1,0,0,2,42,6,42
706CA0L0AB1M1C0E,0,EXPAND,0,706,1,1,0,3,42,8,42
706CA0L0AB0M0C1E,0,EXPAND,0,706,0,0,1,1,42,6,42
706CA0L0AB0M1C1E,0,EXPAND,0,706,0,1,1,2,42,7,42
706CA0L0AB1M0C1E,0,EXPAND,0,706,1,0,1,2,42,7,42
706CA0L0AB1M1C1E,0,EXPAND,0,706,1,1,1,3,42,9,42
706CA1L0AB0M0C1E,1,EXPAND,0,706,0,0,1,1,42,5,42
706CA1L0AB0M1C1E,1,EXPAND,0,706,0,1,1,2,42,6,42
706CA1L0AB1M0C1E,1,EXPAND,0,706,1,0,1,2,42,6,42
706CA1L0AB1M1C1E,1,EXPAND,0,706,1,1,1,3,42,8,42
706CA0L0AB0M0C0F,0,FOLD,0,706,0,0,0,1,42,5,18
706CA0L0AB0M1C0F,0,FOLD,0,706,0,1,0,2,42,6,15
706CA0L0AB1M0C0F,0,FOLD,0,706,1,0,0,2,42,6,15
706CA0L0AB1M1C0F,0,FOLD,0,706,1,1,0,3,42,8,12
706CA0L0AB0M0C1F,0,FOLD,0,706,0,0,1,1,42,6,15
706CA0L0AB0M1C1F,0,FOLD,0,706,0,1,1,2,42,7,13
706CA0L0AB1M0C1F,0,FOLD,0,706,1,0,1,2,42,7,13
706CA0L0AB1M1C1F,0,FOLD,0,706,1,1,1,3,42,9,10
706CA1L0AB0M0C1F,1,FOLD,0,706,0,0,1,1,42,5,18
706CA1L0AB0M1C1F,1,FOLD,0,706,0,1,1,2,42,6,15
706CA1L0AB1M0C1F,1,FOLD,0,706,1,0,1,2,42,6,15
706CA1L0AB1M1C1F,1,FOLD,0,706,1,1,1,3,42,8,12
723CA0L0AB0M0C0E,0,EXPAND,0,723,0,0,0,1,43,5,43
723CA0L0AB0M1C0E,0,EXPAND,0,723,0,1,0,2,43,6,43
723CA0L0AB1M0C0E,0,EXPAND,0,723,1,0,0,2,43,6,43
723CA0L0AB1M1C0E,0,EXPAND,0,723,1,1,0,3,43,8,43
723CA0L0AB0M0C1E,0,EXPAND,0,723,0,0,1,1,43,6,43
723CA0L0AB0M1C1E,0,EXPAND,0,723,0,1,1,2,43,7,43
723CA0L0AB1M0C1E,0,EXPAND,0,723,1,0,1,2,43,7,43
723CA0L0AB1M1C1E,0,EXPAND,0,723,1,1,1,3,43,9,43
723CA1L0AB0M0C1E,1,EXPAND,0,723,0,0,1,1,43,5,43
723CA1L0AB0M1C1E,1,EXPAND,0,723,0,1,1,2,43,6,43
723CA1L0AB1M0C1E,1,EXPAND,0,723,1,0,1,2,43,6,43
723CA1L0AB1M1C1E,1,EXPAND,0,723,1,1,1,3,43,8,43
723CA0L0AB0M0C0F,0,FOLD,0,723,0,0,0,1,43,5,18
723CA0L0AB0M1C0F,0,FOLD,0,723,0,1,0,2,43,6,15
723CA0L0AB1M0C0F,0,FOLD,0,723,1,0,0,2,43,6,15
723CA0L0AB1M1C0F,0,FOLD,0,723,1,1,0,3,43,8,12
723CA0L0AB0M0C1F,0,FOLD,0,723,0,0,1,1,43,6,15
723CA0L0AB0M1C1F,0,FOLD,0,723,0,1,1,2,43,7,13
723CA0L0AB1M0C1F,0,FOLD,0,723,1,0,1,2,43,7,13
723CA0L0AB1M1C1F,0,FOLD,0,723,1,1,1,3,43,9,11
723CA1L0AB0M0C1F,1,FOLD,0,723,0,0,1,1,43,5,18
723CA1L0AB0M1C1F,1,FOLD,0,723,0,1,1,2,43,6,15
723CA1L0AB1M0C1F,1,FOLD,0,723,1,0,1,2,43,6,15
723CA1L0AB1M1C1F,1,FOLD,0,723,1,1,1,3,43,8,12
740CA0L0AB0M0C0E,0,EXPAND,0,740,0,0,0,1,44,5,44
740CA0L0AB0M1C0E,0,EXPAND,0,740,0,1,0,2,44,6,44
740CA0L0AB1M0C0E,0,EXPAND,0,740,1,0,0,2,44,6,44
740CA0L0AB1M1C0E,0,EXPAND,0,740,1,1,0,3,44,8,44
740CA0L0AB0M0C1E,0,EXPAND,0,740,0,0,1,1,44,6,44
740CA0L0AB0M1C1E,0,EXPAND,0,740,0,1,1,2,44,7,44
740CA0L0AB1M0C1E,0,EXPAND,0,740,1,0,1,2,44,7,44
740CA0L0AB1M1C1E,0,EXPAND,0,740,1,1,1,3,44,9,44
740CA1L0AB0M0C1E,1,EXPAND,0,740,0,0,1,1,44,5,44
740CA1L0AB0M1C1E,1,EXPAND,0,740,0,1,1,2,44,6,44
740CA1L0AB1M0C1E,1,EXPAND,0,740,1,0,1,2,44,6,44
740CA1L0AB1M1C1E,1,EXPAND,0,740,1,1,1,3,44,8,44
740CA0L0AB0M0C0F,0,FOLD,0,740,0,0,0,1,44,5,19
740CA0L0AB0M1C0F,0,FOLD,0,740,0,1,0,2,44,6,16
740CA0L0AB1M0C0F,0,FOLD,0,740,1,0,0,2,44,6,16
740CA0L0AB1M1C0F,0,FOLD,0,740,1,1,0,3,44,8,12
740CA0L0AB0M0C1F,0,FOLD,0,740,0,0,1,1,44,6,16
740CA0L0AB0M1C1F,0,FOLD,0,740,0,1,1,2,44,7,14
740CA0L0AB1M0C1F,0,FOLD,0,740,1,0,1,2,44,7,14
740CA0L0AB1M1C1F,0,FOLD,0,740,1,1,1,3,44,9,11
740CA1L0AB0M0C1F,1,FOLD,0,740,0,0,1,1,44,5,19
740CA1L0AB0M1C1F,1,FOLD,0,740,0,1,1,2,44,6,16
740CA1L0AB1M0C1F,1,FOLD,0,740,1,0,1,2,44,6,16
740CA1L0AB1M1C1F,1,FOLD,0,740,1,1,1,3,44,8,12
757CA0L0AB0M0C0E,0,EXPAND,0,757,0,0,0,1,45,5,45
757CA0L0AB0M1C0E,0,EXPAND,0,757,0,1,0,2,45,6,45
757CA0L0AB1M0C0E,0,EXPAND,0,757,1,0,0,2,45,6,45
757CA0L0AB1M1C0E,0,EXPAND,0,757,1,1,0,3,45,8,45
757CA0L0AB0M0C1E,0,EXPAND,0,757,0,0,1,1,45,6,45
757CA0L0AB0M1C1E,0,EXPAND,0,757,0,1,1,2,45,7,45
757CA0L0AB1M0C1E,0,EXPAND,0,757,1,0,1,2,45,7,45
757CA0L0AB1M1C1E,0,EXPAND,0,757,1,1,1,3,45,9,45
757CA1L0AB0M0C1E,1,EXPAND,0,757,0,0,1,1,45,5,45
757CA1L0AB0M1C1E,1,EXPAND,0,757,0,1,1,2,45,6,45
757CA1L0AB1M0C1E,1,EXPAND,0,757,1,0,1,2,45,6,45
757CA1L0AB1M1C1E,1,EXPAND,0,757,1,1,1,3,45,8,45
757CA0L0AB0M0C0F,0,FOLD,0,757,0,0,0,1,45,5,19
757CA0L0AB0M1C0F,0,FOLD,0,757,0,1,0,2,45,6,16
757CA0L0AB1M0C0F,0,FOLD,0,757,1,0,0,2,45,6,16
757CA0L0AB1M1C0F,0,FOLD,0,757,1,1,0,3,45,8,12
757CA0L0AB0M0C1F,0,FOLD,0,757,0,0,1,1,45,6,16
757CA0L0AB0M1C1F,0,FOLD,0,757,0,1,1,2,45,7,14
757CA0L0AB1M0C1F,0,FOLD,0,757,1,0,1,2,45,7,14
757CA0L0AB1M1C1F,0,FOLD,0,757,1,1,1,3,45,9,11
757CA1L0AB0M0C1F,1,FOLD,0,757,0,0,1,1,45,5,19
757CA1L0AB0M1C1F,1,FOLD,0,757,0,1,1,2,45,6,16
757CA1L0AB1M0C1F,1,FOLD,0,757,1,0,1,2,45,6,16
757CA1L0AB1M1C1F,1,FOLD,0,757,1,1,1,3,45,8,12
774CA0L0AB0M0C0E,0,EXPAND,0,774,0,0,0,1,46,5,46
774CA0L0AB0M1C0E,0,EXPAND,0,774,0,1,0,2,46,6,46
774CA0L0AB1M0C0E,0,EXPAND,0,774,1,0,0,2,46,6,46
774CA0L0AB1M1C0E,0,EXPAND,0,774,1,1,0,3,46,8,46
774CA0L0AB0M0C1E,0,EXPAND,0,774,0,0,1,1,46,6,46
774CA0L0AB0M1C1E,0,EXPAND,0,774,0,1,1,2,46,7,46
774CA0L0AB1M0C1E,0,EXPAND,0,774,1,0,1,2,46,7,46
774CA0L0AB1M1C1E,0,EXPAND,0,774,1,1,1,3,46,9,46
774CA1L0AB0M0C1E,1,EXPAND,0,774,0,0,1,1,46,5,46
774CA1L0AB0M1C1E,1,EXPAND,0,774,0,1,1,2,46,6,46
774CA1L0AB1M0C1E,1,EXPAND,0,774,1,0,1,2,46,6,46
774CA1L0AB1M1C1E,1,EXPAND,0,774,1,1,1,3,46,8,46
774CA0L0AB0M0C0F,0,FOLD,0,774,0,0,0,1,46,5,19
774CA0L0AB0M1C0F,0,FOLD,0,774,0,1,0,2,46,6,16
774CA0L0AB1M0C0F,0,FOLD,0,774,1,0,0,2,46,6,16
774CA0L0AB1M1C0F,0,FOLD,0,774,1,1,0,3,46,8,13
774CA0L0AB0M0C1F,0,FOLD,0,774,0,0,1,1,46,6,16
774CA0L0AB0M1C1F,0,FOLD,0,774,0,1,1,2,46,7,14
774CA0L0AB1M0C1F,0,FOLD,0,774,1,0,1,2,46,7,14
774CA0L0AB1M1C1F,0,FOLD,0,774,1,1,1,3,46,9,11
774CA1L0AB0M0C1F,1,FOLD,0,774,0,0,1,1,46,5,19
774CA1L0AB0M1C1F,1,FOLD,0,774,0,1,1,2,46,6,16
774CA1L0AB1M0C1F,1,FOLD,0,774,1,0,1,2,46,6,16
774CA1L0AB1M1C1F,1,FOLD,0,774,1,1,1,3,46,8,13
791CA0L0AB0M0C0E,0,EXPAND,0,791,0,0,0,1,47,5,47
791CA0L0AB0M1C0E,0,EXPAND,0,791,0,1,0,2,47,6,47
791CA0L0AB1M0C0E,0,EXPAND,0,791,1,0,0,2,47,6,47
791CA0L0AB1M1C0E,0,EXPAND,0,791,1,1,0,3,47,8,47
791CA0L0AB0M0C1E,0,EXPAND,0,791,0,0,1,1,47,6,47
791CA0L0AB0M1C1E,0,EXPAND,0,791,0,1,1,2,47,7,47
791CA0L0AB1M0C1E,0,EXPAND,0,791,1,0,1,2,47,7,47
791CA0L0AB1M1C1E,0,EXPAND,0,791,1,1,1,3,47,9,47
791CA1L0AB0M0C1E,1,EXPAND,0,791,0,0,1,1,47,5,47
791CA1L0AB0M1C1E,1,EXPAND,0,791,0,1,1,2,47,6,47
791CA1L0AB1M0C1E,1,EXPAND,0,791,1,0,1,2,47,6,47
791CA1L0AB1M1C1E,1,EXPAND,0,791,1,1,1,3,47,8,47
791CA0L0AB0M0C0F,0,FOLD,0,791,0,0,0,1,47,5,20
791CA0L0AB0M1C0F,0,FOLD,0,791,0,1,0,2,47,6,17
791CA0L0AB1M0C0F,0,FOLD,0,791,1,0,0,2,47,6,17
791CA0L0AB1M1C0F,0,FOLD,0,791,1,1,0,3,47,8,13
791CA0L0AB0M0C1F,0,FOLD,0,791,0,0,1,1,47,6,17
791CA0L0AB0M1C1F,0,FOLD,0,791,0,1,1,2,47,7,14
791CA0L0AB1M0C1F,0,FOLD,0,791,1,0,1,2,47,7,14
791CA0L0AB1M1C1F,0,FOLD,0,791,1,1,1,3,47,9,11
791CA1L0AB0M0C1F,1,FOLD,0,791,0,0,1,1,47,5,20
791CA1L0AB0M1C1F,1,FOLD,0,791,0,1,1,2,47,6,17
791CA1L0AB1M0C1F,1,FOLD,0,791,1,0,1,2,47,6,17
791CA1L0AB1M1C1F,1,FOLD,0,791,1,1,1,3,47,8,13
808CA0L0AB0M0C0E,0,EXPAND,0,808,0,0,0,1,48,5,48
808CA0L0AB0M1C0E,0,EXPAND,0,808,0,1,0,2,48,6,48
808CA0L0AB1M0C0E,0,EXPAND,0,808,1,0,0,2,48,6,48
808CA0L0AB1M1C0E,0,EXPAND,0,808,1,1,0,3,48,8,48
808CA0L0AB0M0C1E,0,EXPAND,0,808,0,0,1,1,48,6,48
808CA0L0AB0M1C1E,0,EXPAND,0,808,0,1,1,2,48,7,48
808CA0L0AB1M0C1E,0,EXPAND,0,808,1,0,1,2,48,7,48
808CA0L0AB1M1C1E,0,EXPAND,0,808,1,1,1,3,48,9,48
808CA1L0AB0M0C1E,1,EXPAND,0,808,0,0,1,1,48,5,48
808CA1L0AB0M1C1E,1,EXPAND,0,808,0,1,1,2,48,6,48
808CA1L0AB1M0C1E,1,EXPAND,0,808,1,0,1,2,48,6,48
808CA1L0AB1M1C1E,1,EXPAND,0,808,1,1,1,3,48,8,48
808CA0L0AB0M0C0F,0,FOLD,0,808,0,0,0,1,48,5,20
808CA0L0AB0M1C0F,0,FOLD,0,808,0,1,0,2,48,6,17
808CA0L0AB1M0C0F,0,FOLD,0,808,1,0,0,2,48,6,17
808CA0L0AB1M1C0F,0,FOLD,0,808,1,1,0,3,48,8,13
808CA0L0AB0M0C1F,0,FOLD,0,808,0,0,1,1,48,6,17
808CA0L0AB0M1C1F,0,FOLD,0,808,0,1,1,2,48,7,15
808CA0L0AB1M0C1F,0,FOLD,0,808,1,0,1,2,48,7,15
808CA0L0AB1M1C1F,0,FOLD,0,808,1,1,1,3,48,9,12
808CA1L0AB0M0C1F,1,FOLD,0,808,0,0,1,1,48,5,20
808CA1L0AB0M1C1F,1,FOLD,0,808,0,1,1,2,48,6,17
808CA1L0AB1M0C1F,1,FOLD,0,808,1,0,1,2,48,6,17
808CA1L0AB1M1C1F,1,FOLD,0,808,1,1,1,3,48,8,13
825CA0L0AB0M0C0E,0,EXPAND,0,825,0,0,0,1,49,5,49
825CA0L0AB0M1C0E,0,EXPAND,0,825,0,1,0,2,49,6,49
825CA0L0AB1M0C0E,0,EXPAND,0,825,1,0,0,2,49,6,49
825CA0L0AB1M1C0E,0,EXPAND,0,825,1,1,0,3,49,8,49
825CA0L0AB0M0C1E,0,EXPAND,0,825,0,0,1,1,49,6,49
825CA0L0AB0M1C1E,0,EXPAND,0,825,0,1,1,2,49,7,49
825CA0L0AB1M0C1E,0,EXPAND,0,825,1,0,1,2,49,7,49
825CA0L0AB1M1C1E,0,EXPAND,0,825,1,1,1,3,49,9,49
825CA1L0AB0M0C1E,1,EXPAND,0,825,0,0,1,1,49,5,49
825CA1L0AB0M1C1E,1,EXPAND,0,825,0,1,1,2,49,6,49
825CA1L0AB1M0C1E,1,EXPAND,0,825,1,0,1,2,49,6,49
825CA1L0AB1M1C1E,1,EXPAND,0,825,1,1,1,3,49,8,49
825CA0L0AB0M0C0F,0,FOLD,0,825,0,0,0,1,49,5,21
825CA0L0AB0M1C0F,0,FOLD,0,825,0,1,0,2,49,6,17
825CA0L0AB1M0C0F,0,FOLD,0,825,1,0,0,2,49,6,17
825CA0L0AB1M1C0F,0,FOLD,0,825,1,1,0,3,49,8,13
825CA0L0AB0M0C1F,0,FOLD,0,825,0,0,1,1,49,6,17
825CA0L0AB0M1C1F,0,FOLD,0,825,0,1,1,2,49,7,15
825CA0L0AB1M0C1F,0,FOLD,0,825,1,0,1,2,49,7,15
825CA0L0AB1M1C1F,0,FOLD,0,825,1,1,1,3,49,9,12
825CA1L0AB0M0C1F,1,FOLD,0,825,0,0,1,1,49,5,21
825CA1L0AB0M1C1F,1,FOLD,0,825,0,1,1,2,49,6,17
825CA1L0AB1M0C1F,1,FOLD,0,825,1,0,1,2,49,6,17
825CA1L0AB1M1C1F,1,FOLD,0,825,1,1,1,3,49,8,13
842CA0L0AB0M0C0E,0,EXPAND,0,842,0,0,0,1,50,5,50
842CA0L0AB0M1C0E,0,EXPAND,0,842,0,1,0,2,50,6,50
842CA0L0AB1M0C0E,0,EXPAND,0,842,1,0,0,2,50,6,50
842CA0L0AB1M1C0E,0,EXPAND,0,842,1,1,0,3,50,8,50
842CA0L0AB0M0C1E,0,EXPAND,0,842,0,0,1,1,50,6,50
842CA0L0AB0M1C1E,0,EXPAND,0,842,0,1,1,2,50,7,50
842CA0L0AB1M0C1E,0,EXPAND,0,842,1,0,1,2,50,7,50
842CA0L0AB1M1C1E,0,EXPAND,0,842,1,1,1,3,50,9,50
842CA1L0AB0M0C1E,1,EXPAND,0,842,0,0,1,1,50,5,50
842CA1L0AB0M1C1E,1,EXPAND,0,842,0,1,1,2,50,6,50
842CA1L0AB1M0C1E,1,EXPAND,0,842,1,0,1,2,50,6,50
842CA1L0AB1M1C1E,1,EXPAND,0,842,1,1,1,3,50,8,50
842CA0L0AB0M0C0F,0,FOLD,0,842,0,0,0,1,50,5,21
842CA0L0AB0M1C0F,0,FOLD,0,842,0,1,0,2,50,6,18
842CA0L0AB1M0C0F,0,FOLD,0,842,1,0,0,2,50,6,18
842CA0L0AB1M1C0F,0,FOLD,0,842,1,1,0,3,50,8,14
842CA0L0AB0M0C1F,0,FOLD,0,842,0,0,1,1,50,6,18
842CA0L0AB0M1C1F,0,FOLD,0,842,0,1,1,2,50,7,15
842CA0L0AB1M0C1F,0,FOLD,0,842,1,0,1,2,50,7,15
842CA0L0AB1M1C1F,0,FOLD,0,842,1,1,1,3,50,9,12
842CA1L0AB0M0C1F,1,FOLD,0,842,0,0,1,1,50,5,21
842CA1L0AB0M1C1F,1,FOLD,0,842,0,1,1,2,50,6,18
842CA1L0AB1M0C1F,1,FOLD,0,842,1,0,1,2,50,6,18
842CA1L0AB1M1C1F,1,FOLD,0,842,1,1,1,3,50,8,14
859CA0L0AB0M0C0E,0,EXPAND,0,859,0,0,0,1,51,5,51
859CA0L0AB0M1C0E,0,EXPAND,0,859,0,1,0,2,51,6,51
859CA0L0AB1M0C0E,0,EXPAND,0,859,1,0,0,2,51,6,51
859CA0L0AB1M1C0E,0,EXPAND,0,859,1,1,0,3,51,8,51
859CA0L0AB0M0C1E,0,EXPAND,0,859,0,0,1,1,51,6,51
859CA0L0AB0M1C1E,0,EXPAND,0,859,0,1,1,2,51,7,51
859CA0L0AB1M0C1E,0,EXPAND,0,859,1,0,1,2,51,7,51
859CA0L0AB1M1C1E,0,EXPAND,0,859,1,1,1,3,51,9,51
859CA1L0AB0M0C1E,1,EXPAND,0,859,0,0,1,1,51,5,51
859CA1L0AB0M1C1E,1,EXPAND,0,859,0,1,1,2,51,6,51
859CA1L0AB1M0C1E,1,EXPAND,0,859,1,0,1,2,51,6,51
859CA1L0AB1M1C1E,1,EXPAND,0,859,1,1,1,3,51,8,51
859CA0L0AB0M0C0F,0,FOLD,0,859,0,0,0,1,51,5,21
859CA0L0AB0M1C0F,0,FOLD,0,859,0,1,0,2,51,6,18
859CA0L0AB1M0C0F,0,FOLD,0,859,1,0,0,2,51,6,18
859CA0L0AB1M1C0F,0,FOLD,0,859,1,1,0,3,51,8,14
859CA0L0AB0M0C1F,0,FOLD,0,859,0,0,1,1,51,6,18
859CA0L0AB0M1C1F,0,FOLD,0,859,0,1,1,2,51,7,16
859CA0L0AB1M0C1F,0,FOLD,0,859,1,0,1,2,51,7,16
859CA0L0AB1M1C1F,0,FOLD,0,859,1,1,1,3,51,9,12
859CA1L0AB0M0C1F,1,FOLD,0,859,0,0,1,1,51,5,21
859CA1L0AB0M1C1F,1,FOLD,0,859,0,1,1,2,51,6,18
859CA1L0AB1M0C1F,1,FOLD,0,859,1,0,1,2,51,6,18
859CA1L0AB1M1C1F,1,FOLD,0,859,1,1,1,3,51,8,14
876CA0L0AB0M0C0E,0,EXPAND,0,876,0,0,0,1,52,5,52
876CA0L0AB0M1C0E,0,EXPAND,0,876,0,1,0,2,52,6,52
876CA0L0AB1M0C0E,0,EXPAND,0,876,1,0,0,2,52,6,52
876CA0L0AB1M1C0E,0,EXPAND,0,876,1,1,0,3,52,8,52
876CA0L0AB0M0C1E,0,EXPAND,0,876,0,0,1,1,52,6,52
876CA0L0AB0M1C1E,0,EXPAND,0,876,0,1,1,2,52,7,52
876CA0L0AB1M0C1E,0,EXPAND,0,876,1,0,1,2,52,7,52
876CA0L0AB1M1C1E,0,EXPAND,0,876,1,1,1,3,52,9,52
876CA1L0AB0M0C1E,1,EXPAND,0,876,0,0,1,1,52,5,52
876CA1L0AB0M1C1E,1,EXPAND,0,876,0,1,1,2,52,6,52
876CA1L0AB1M0C1E,1,EXPAND,0,876,1,0,1,2,52,6,52
876CA1L0AB1M1C1E,1,EXPAND,0,876,1,1,1,3,52,8,52
876CA0L0AB0M0C0F,0,FOLD,0,876,0,0,0,1,52,5,22
876CA0L0AB0M1C0F,0,FOLD,0,876,0,1,0,2,52,6,18
876CA0L0AB1M0C0F,0,FOLD,0,876,1,0,0,2,52,6,18
876CA0L0AB1M1C0F,0,FOLD,0,876,1,1,0,3,52,8,14
876CA0L0AB0M0C1F,0,FOLD,0,876,0,0,1,1,52,6,18
876CA0L0AB0M1C1F,0,FOLD,0,876,0,1,1,2,52,7,16
876CA0L0AB1M0C1F,0,FOLD,0,876,1,0,1,2,52,7,16
876CA0L0AB1M1C1F,0,FOLD,0,876,1,1,1,3,52,9,13
876CA1L0AB0M0C1F,1,FOLD,0,876,0,0,1,1,52,5,22
876CA1L0AB0M1C1F,1,FOLD,0,876,0,1,1,2,52,6,18
876CA1L0AB1M0C1F,1,FOLD,0,876,1,0,1,2,52,6,18
876CA1L0AB1M1C1F,1,FOLD,0,876,1,1,1,3,52,8,14
893CA0L0AB0M0C0E,0,EXPAND,0,893,0,0,0,1,53,5,53
893CA0L0AB0M1C0E,0,EXPAND,0,893,0,1,0,2,53,6,53
893CA0L0AB1M0C0E,0,EXPAND,0,893,1,0,0,2,53,6,53
893CA0L0AB1M1C0E,0,EXPAND,0,893,1,1,0,3,53,8,53
893CA0L0AB0M0C1E,0,EXPAND,0,893,0,0,1,1,53,6,53
893CA0L0AB0M1C1E,0,EXPAND,0,893,0,1,1,2,53,7,53
893CA0L0AB1M0C1E,0,EXPAND,0,893,1,0,1,2,53,7,53
893CA0L0AB1M1C1E,0,EXPAND,0,893,1,1,1,3,53,9,53
893CA1L0AB0M0C1E,1,EXPAND,0,893,0,0,1,1,53,5,53
893CA1L0AB0M1C1E,1,EXPAND,0,893,0,1,1,2,53,6,53
893CA1L0AB1M0C1E,1,EXPAND,0,893,1,0,1,2,53,6,53
893CA1L0AB1M1C1E,1,EXPAND,0,893,1,1,1,3,53,8,53
893CA0L0AB0M0C0F,0,FOLD,0,893,0,0,0,1,53,5,22
893CA0L0AB0M1C0F,0,FOLD,0,893,0,1,0,2,53,6,19
893CA0L0AB1M0C0F,0,FOLD,0,893,1,0,0,2,53,6,19
893CA0L0AB1M1C0F,0,FOLD,0,893,1,1,0,3,53,8,14
893CA0L0AB0M0C1F,0,FOLD,0,893,0,0,1,1,53,6,19
893CA0L0AB0M1C1F,0,FOLD,0,893,0,1,1,2,53,7,16
