name,CASCADE,CONFIGURATION,LOOP_DELAY,WIDTH,ABREG,MREG,CREG,DSP_REG_LEVEL,s,PE_DELAY,PE_NB
451CA0L0AB1M1C0F,0,FOLD,0,451,1,1,0,3,27,8,8
451CA0L0AB0M0C1F,0,FOLD,0,451,0,0,1,1,27,6,10
451CA0L0AB0M1C1F,0,FOLD,0,451,0,1,1,2,27,7,9
451CA0L0AB1M0C1F,0,FOLD,0,451,1,0,1,2,27,7,9
451CA0L0AB1M1C1F,0,FOLD,0,451,1,1,1,3,27,9,7
451CA1L0AB0M0C1F,1,FOLD,0,451,0,0,1,1,27,5,12
451CA1L0AB0M1C1F,1,FOLD,0,451,0,1,1,2,27,6,10
451CA1L0AB1M0C1F,1,FOLD,0,451,1,0,1,2,27,6,10
451CA1L0AB1M1C1F,1,FOLD,0,451,1,1,1,3,27,8,8
468CA0L0AB0M0C0E,0,EXPAND,0,468,0,0,0,1,28,5,28
468CA0L0AB0M1C0E,0,EXPAND,0,468,0,1,0,2,28,6,28
468CA0L0AB1M0C0E,0,EXPAND,0,468,1,0,0,2,28,6,28
468CA0L0AB1M1C0E,0,EXPAND,0,468,1,1,0,3,28,8,28
468CA0L0AB0M0C1E,0,EXPAND,0,468,0,0,1,1,28,6,28
468CA0L0AB0M1C1E,0,EXPAND,0,468,0,1,1,2,28,7,28
468CA0L0AB1M0C1E,0,EXPAND,0,468,1,0,1,2,28,7,28
468CA0L0AB1M1C1E,0,EXPAND,0,468,1,1,1,3,28,9,28
468CA1L0AB0M0C1E,1,EXPAND,0,468,0,0,1,1,28,5,28
468CA1L0AB0M1C1E,1,EXPAND,0,468,0,1,1,2,28,6,28
468CA1L0AB1M0C1E,1,EXPAND,0,468,1,0,1,2,28,6,28
468CA1L0AB1M1C1E,1,EXPAND,0,468,1,1,1,3,28,8,28
468CA0L0AB0M0C0F,0,FOLD,0,468,0,0,0,1,28,5,12
468CA0L0AB0M1C0F,0,FOLD,0,468,0,1,0,2,28,6,10
468CA0L0AB1M0C0F,0,FOLD,0,468,1,0,0,2,28,6,10
468CA0L0AB1M1C0F,0,FOLD,0,468,1,1,0,3,28,8,8
468CA0L0AB0M0C1F,0,FOLD,0,468,0,0,1,1,28,6,10
468CA0L0AB0M1C1F,0,FOLD,0,468,0,1,1,2,28,7,9
468CA0L0AB1M0C1F,0,FOLD,0,468,1,0,1,2,28,7,9
468CA0L0AB1M1C1F,0,FOLD,0,468,1,1,1,3,28,9,7
468CA1L0AB0M0C1F,1,FOLD,0,468,0,0,1,1,28,5,12
468CA1L0AB0M1C1F,1,FOLD,0,468,0,1,1,2,28,6,10
468CA1L0AB1M0C1F,1,FOLD,0,468,1,0,1,2,28,6,10
468CA1L0AB1M1C1F,1,FOLD,0,468,1,1,1,3,28,8,8
485CA0L0AB0M0C0E,0,EXPAND,0,485,0,0,0,1,29,5,29
485CA0L0AB0M1C0E,0,EXPAND,0,485,0,1,0,2,29,6,29
485CA0L0AB1M0C0E,0,EXPAND,0,485,1,0,0,2,29,6,29
485CA0L0AB1M1C0E,0,EXPAND,0,485,1,1,0,3,29,8,29
485CA0L0AB0M0C1E,0,EXPAND,0,485,0,0,1,1,29,6,29
485CA0L0AB0M1C1E,0,EXPAND,0,485,0,1,1,2,29,7,29
485CA0L0AB1M0C1E,0,EXPAND,0,485,1,0,1,2,29,7,29
485CA0L0AB1M1C1E,0,EXPAND,0,485,1,1,1,3,29,9,29
485CA1L0AB0M0C1E,1,EXPAND,0,485,0,0,1,1,29,5,29
485CA1L0AB0M1C1E,1,EXPAND,0,485,0,1,1,2,29,6,29
485CA1L0AB1M0C1E,1,EXPAND,0,485,1,0,1,2,29,6,29
485CA1L0AB1M1C1E,1,EXPAND,0,485,1,1,1,3,29,8,29
485CA0L0AB0M0C0F,0,FOLD,0,485,0,0,0,1,29,5,13
485CA0L0AB0M1C0F,0,FOLD,0,485,0,1,0,2,29,6,11
485CA0L0AB1M0C0F,0,FOLD,0,485,1,0,0,2,29,6,11
485CA0L0AB1M1C0F,0,FOLD,0,485,1,1,0,3,29,8,8
485CA0L0AB0M0C1F,0,FOLD,0,485,0,0,1,1,29,6,11
485CA0L0AB0M1C1F,0,FOLD,0,485,0,1,1,2,29,7,9
485CA0L0AB1M0C1F,0,FOLD,0,485,1,0,1,2,29,7,9
485CA0L0AB1M1C1F,0,FOLD,0,485,1,1,1,3,29,9,7
485CA1L0AB0M0C1F,1,FOLD,0,485,0,0,1,1,29,5,13
485CA1L0AB0M1C1F,1,FOLD,0,485,0,1,1,2,29,6,11
485CA1L0AB1M0C1F,1,FOLD,0,485,1,0,1,2,29,6,11
485CA1L0AB1M1C1F,1,FOLD,0,485,1,1,1,3,29,8,8
502CA0L0AB0M0C0E,0,EXPAND,0,502,0,0,0,1,30,5,30
502CA0L0AB0M1C0E,0,EXPAND,0,502,0,1,0,2,30,6,30
502CA0L0AB1M0C0E,0,EXPAND,0,502,1,0,0,2,30,6,30
502CA0L0AB1M1C0E,0,EXPAND,0,502,1,1,0,3,30,8,30
502CA0L0AB0M0C1E,0,EXPAND,0,502,0,0,1,1,30,6,30
502CA0L0AB0M1C1E,0,EXPAND,0,502,0,1,1,2,30,7,30
502CA0L0AB1M0C1E,0,EXPAND,0,502,1,0,1,2,30,7,30
502CA0L0AB1M1C1E,0,EXPAND,0,502,1,1,1,3,30,9,30
502CA1L0AB0M0C1E,1,EXPAND,0,502,0,0,1,1,30,5,30
502CA1L0AB0M1C1E,1,EXPAND,0,502,0,1,1,2,30,6,30
502CA1L0AB1M0C1E,1,EXPAND,0,502,1,0,1,2,30,6,30
502CA1L0AB1M1C1E,1,EXPAND,0,502,1,1,1,3,30,8,30
502CA0L0AB0M0C0F,0,FOLD,0,502,0,0,0,1,30,5,13
502CA0L0AB0M1C0F,0,FOLD,0,502,0,1,0,2,30,6,11
502CA0L0AB1M0C0F,0,FOLD,0,502,1,0,0,2,30,6,11
502CA0L0AB1M1C0F,0,FOLD,0,502,1,1,0,3,30,8,9
502CA0L0AB0M0C1F,0,FOLD,0,502,0,0,1,1,30,6,11
502CA0L0AB0M1C1F,0,FOLD,0,502,0,1,1,2,30,7,10
502CA0L0AB1M0C1F,0,FOLD,0,502,1,0,1,2,30,7,10
502CA0L0AB1M1C1F,0,FOLD,0,502,1,1,1,3,30,9,8
502CA1L0AB0M0C1F,1,FOLD,0,502,0,0,1,1,30,5,13
502CA1L0AB0M1C1F,1,FOLD,0,502,0,1,1,2,30,6,11
502CA1L0AB1M0C1F,1,FOLD,0,502,1,0,1,2,30,6,11
502CA1L0AB1M1C1F,1,FOLD,0,502,1,1,1,3,30,8,9
519CA0L0AB0M0C0E,0,EXPAND,0,519,0,0,0,1,31,5,31
519CA0L0AB0M1C0E,0,EXPAND,0,519,0,1,0,2,31,6,31
519CA0L0AB1M0C0E,0,EXPAND,0,519,1,0,0,2,31,6,31
519CA0L0AB1M1C0E,0,EXPAND,0,519,1,1,0,3,31,8,31
519CA0L0AB0M0C1E,0,EXPAND,0,519,0,0,1,1,31,6,31
519CA0L0AB0M1C1E,0,EXPAND,0,519,0,1,1,2,31,7,31
519CA0L0AB1M0C1E,0,EXPAND,0,519,1,0,1,2,31,7,31
519CA0L0AB1M1C1E,0,EXPAND,0,519,1,1,1,3,31,9,31
519CA1L0AB0M0C1E,1,EXPAND,0,519,0,0,1,1,31,5,31
519CA1L0AB0M1C1E,1,EXPAND,0,519,0,1,1,2,31,6,31
519CA1L0AB1M0C1E,1,EXPAND,0,519,1,0,1,2,31,6,31
519CA1L0AB1M1C1E,1,EXPAND,0,519,1,1,1,3,31,8,31
519CA0L0AB0M0C0F,0,FOLD,0,519,0,0,0,1,31,5,13
519CA0L0AB0M1C0F,0,FOLD,0,519,0,1,0,2,31,6,11
519CA0L0AB1M0C0F,0,FOLD,0,519,1,0,0,2,31,6,11
519CA0L0AB1M1C0F,0,FOLD,0,519,1,1,0,3,31,8,9
519CA0L0AB0M0C1F,0,FOLD,0,519,0,0,1,1,31,6,11
519CA0L0AB0M1C1F,0,FOLD,0,519,0,1,1,2,31,7,10
519CA0L0AB1M0C1F,0,FOLD,0,519,1,0,1,2,31,7,10
519CA0L0AB1M1C1F,0,FOLD,0,519,1,1,1,3,31,9,8
519CA1L0AB0M0C1F,1,FOLD,0,519,0,0,1,1,31,5,13
519CA1L0AB0M1C1F,1,FOLD,0,519,0,1,1,2,31,6,11
519CA1L0AB1M0C1F,1,FOLD,0,519,1,0,1,2,31,6,11
519CA1L0AB1M1C1F,1,FOLD,0,519,1,1,1,3,31,8,9
536CA0L0AB0M0C0E,0,EXPAND,0,536,0,0,0,1,32,5,32
536CA0L0AB0M1C0E,0,EXPAND,0,536,0,1,0,2,32,6,32
536CA0L0AB1M0C0E,0,EXPAND,0,536,1,0,0,2,32,6,32
1024CA0L0AB1M1C0F,0,FOLD,0,1024,1,1,0,3,61,8,16
1024CA0L0AB0M0C1F,0,FOLD,0,1024,0,0,1,1,61,6,21
1024CA0L0AB0M1C1F,0,FOLD,0,1024,0,1,1,2,61,7,18
1024CA0L0AB1M0C1F,0,FOLD,0,1024,1,0,1,2,61,7,18
1024CA0L0AB1M1C1F,0,FOLD,0,1024,1,1,1,3,61,9,15
1024CA1L0AB0M0C1F,1,FOLD,0,1024,0,0,1,1,61,5,25
1024CA1L0AB0M1C1F,1,FOLD,0,1024,0,1,1,2,61,6,21
1024CA1L0AB1M0C1F,1,FOLD,0,1024,1,0,1,2,61,6,21
1024CA1L0AB1M1C1F,1,FOLD,0,1024,1,1,1,3,61,8,16
2048CA0L0AB0M0C0E,0,EXPAND,0,2048,0,0,0,1,121,5,121
2048CA0L0AB0M1C0E,0,EXPAND,0,2048,0,1,0,2,121,6,121
2048CA0L0AB1M0C0E,0,EXPAND,0,2048,1,0,0,2,121,6,121
2048CA0L0AB1M1C0E,0,EXPAND,0,2048,1,1,0,3,121,8,121
2048CA0L0AB0M0C1E,0,EXPAND,0,2048,0,0,1,1,121,6,121
2048CA0L0AB0M1C1E,0,EXPAND,0,2048,0,1,1,2,121,7,121
2048CA0L0AB1M0C1E,0,EXPAND,0,2048,1,0,1,2,121,7,121
2048CA0L0AB1M1C1E,0,EXPAND,0,2048,1,1,1,3,121,9,121
2048CA1L0AB0M0C1E,1,EXPAND,0,2048,0,0,1,1,121,5,121
2048CA1L0AB0M1C1E,1,EXPAND,0,2048,0,1,1,2,121,6,121
2048CA1L0AB1M0C1E,1,EXPAND,0,2048,1,0,1,2,121,6,121
2048CA1L0AB1M1C1E,1,EXPAND,0,2048,1,1,1,3,121,8,121
2048CA0L0AB0M0C0F,0,FOLD,0,2048,0,0,0,1,121,5,49
2048CA0L0AB0M1C0F,0,FOLD,0,2048,0,1,0,2,121,6,41
2048CA0L0AB1M0C0F,0,FOLD,0,2048,1,0,0,2,121,6,41
2048CA0L0AB1M1C0F,0,FOLD,0,2048,1,1,0,3,121,8,31
2048CA0L0AB0M0C1F,0,FOLD,0,2048,0,0,1,1,121,6,41
2048CA0L0AB0M1C1F,0,FOLD,0,2048,0,1,1,2,121,7,36
2048CA0L0AB1M0C1F,0,FOLD,0,2048,1,0,1,2,121,7,36
2048CA0L0AB1M1C1F,0,FOLD,0,2048,1,1,1,3,121,9,28
2048CA1L0AB0M0C1F,1,FOLD,0,2048,0,0,1,1,121,5,49
2048CA1L0AB0M1C1F,1,FOLD,0,2048,0,1,1,2,121,6,41
2048CA1L0AB1M0C1F,1,FOLD,0,2048,1,0,1,2,121,6,41
2048CA1L0AB1M1C1F,1,FOLD,0,2048,1,1,1,3,121,8,31
4096CA0L0AB0M0C0E,0,EXPAND,0,4096,0,0,0,1,242,5,242
4096CA0L0AB0M1C0E,0,EXPAND,0,4096,0,1,0,2,242,6,242
4096CA0L0AB1M0C0E,0,EXPAND,0,4096,1,0,0,2,242,6,242
4096CA0L0AB1M1C0E,0,EXPAND,0,4096,1,1,0,3,242,8,242
4096CA0L0AB0M0C1E,0,EXPAND,0,4096,0,0,1,1,242,6,242
4096CA0L0AB0M1C1E,0,EXPAND,0,4096,0,1,1,2,242,7,242
4096CA0L0AB1M0C1E,0,EXPAND,0,4096,1,0,1,2,242,7,242
4096CA0L0AB1M1C1E,0,EXPAND,0,4096,1,1,1,3,242,9,242
4096CA1L0AB0M0C1E,1,EXPAND,0,4096,0,0,1,1,242,5,242
4096CA1L0AB0M1C1E,1,EXPAND,0,4096,0,1,1,2,242,6,242
4096CA1L0AB1M0C1E,1,EXPAND,0,4096,1,0,1,2,242,6,242
4096CA1L0AB1M1C1E,1,EXPAND,0,4096,1,1,1,3,242,8,242
4096CA0L0AB0M0C0F,0,FOLD,0,4096,0,0,0,1,242,5,98
4096CA0L0AB0M1C0F,0,FOLD,0,4096,0,1,0,2,242,6,82
4096CA0L0AB1M0C0F,0,FOLD,0,4096,1,0,0,2,242,6,82
4096CA0L0AB1M1C0F,0,FOLD,0,4096,1,1,0,3,242,8,62
4096CA0L0AB0M0C1F,0,FOLD,0,4096,0,0,1,1,242,6,82
4096CA0L0AB0M1C1F,0,FOLD,0,4096,0,1,1,2,242,7,70
4096CA0L0AB1M0C1F,0,FOLD,0,4096,1,0,1,2,242,7,70
4096CA0L0AB1M1C1F,0,FOLD,0,4096,1,1,1,3,242,9,55
4096CA1L0AB0M0C1F,1,FOLD,0,4096,0,0,1,1,242,5,98
4096CA1L0AB0M1C1F,1,FOLD,0,4096,0,1,1,2,242,6,82
4096CA1L0AB1M0C1F,1,FOLD,0,4096,1,0,1,2,242,6,82
4096CA1L0AB1M1C1F,1,FOLD,0,4096,1,1,1,3,242,8,62
536CA0L0AB1M1C0E,0,EXPAND,0,536,1,1,0,3,32,8,32
536CA0L0AB0M0C1E,0,EXPAND,0,536,0,0,1,1,32,6,32
536CA0L0AB0M1C1E,0,EXPAND,0,536,0,1,1,2,32,7,32
536CA0L0AB1M0C1E,0,EXPAND,0,536,1,0,1,2,32,7,32
536CA0L0AB1M1C1E,0,EXPAND,0,536,1,1,1,3,32,9,32
536CA1L0AB0M0C1E,1,EXPAND,0,536,0,0,1,1,32,5,32
536CA1L0AB0M1C1E,1,EXPAND,0,536,0,1,1,2,32,6,32
536CA1L0AB1M0C1E,1,EXPAND,0,536,1,0,1,2,32,6,32
536CA1L0AB1M1C1E,1,EXPAND,0,536,1,1,1,3,32,8,32
536CA0L0AB0M0C0F,0,FOLD,0,536,0,0,0,1,32,5,14
536CA0L0AB0M1C0F,0,FOLD,0,536,0,1,0,2,32,6,12
536CA0L0AB1M0C0F,0,FOLD,0,536,1,0,0,2,32,6,12
536CA0L0AB1M1C0F,0,FOLD,0,536,1,1,0,3,32,8,9
536CA0L0AB0M0C1F,0,FOLD,0,536,0,0,1,1,32,6,12
536CA0L0AB0M1C1F,0,FOLD,0,536,0,1,1,2,32,7,10
536CA0L0AB1M0C1F,0,FOLD,0,536,1,0,1,2,32,7,10
536CA0L0AB1M1C1F,0,FOLD,0,536,1,1,1,3,32,9,8
536CA1L0AB0M0C1F,1,FOLD,0,536,0,0,1,1,32,5,14
536CA1L0AB0M1C1F,1,FOLD,0,536,0,1,1,2,32,6,12
536CA1L0AB1M0C1F,1,FOLD,0,536,1,0,1,2,32,6,12
536CA1L0AB1M1C1F,1,FOLD,0,536,1,1,1,3,32,8,9
553CA0L0AB0M0C0E,0,EXPAND,0,553,0,0,0,1,33,5,33
553CA0L0AB0M1C0E,0,EXPAND,0,553,0,1,0,2,33,6,33
553CA0L0AB1M0C0E,0,EXPAND,0,553,1,0,0,2,33,6,33
553CA0L0AB1M1C0E,0,EXPAND,0,553,1,1,0,3,33,8,33
553CA0L0AB0M0C1E,0,EXPAND,0,553,0,0,1,1,33,6,33
553CA0L0AB0M1C1E,0,EXPAND,0,553,0,1,1,2,33,7,33
553CA0L0AB1M0C1E,0,EXPAND,0,553,1,0,1,2,33,7,33
553CA0L0AB1M1C1E,0,EXPAND,0,553,1,1,1,3,33,9,33
553CA1L0AB0M0C1E,1,EXPAND,0,553,0,0,1,1,33,5,33
553CA1L0AB0M1C1E,1,EXPAND,0,553,0,1,1,2,33,6,33
553CA1L0AB1M0C1E,1,EXPAND,0,553,1,0,1,2,33,6,33
553CA1L0AB1M1C1E,1,EXPAND,0,553,1,1,1,3,33,8,33
553CA0L0AB0M0C0F,0,FOLD,0,553,0,0,0,1,33,5,14
553CA0L0AB0M1C0F,0,FOLD,0,553,0,1,0,2,33,6,12
553CA0L0AB1M0C0F,0,FOLD,0,553,1,0,0,2,33,6,12
553CA0L0AB1M1C0F,0,FOLD,0,553,1,1,0,3,33,8,9
553CA0L0AB0M0C1F,0,FOLD,0,553,0,0,1,1,33,6,12
553CA0L0AB0M1C1F,0,FOLD,0,553,0,1,1,2,33,7,10
553CA0L0AB1M0C1F,0,FOLD,0,553,1,0,1,2,33,7,10
553CA0L0AB1M1C1F,0,FOLD,0,553,1,1,1,3,33,9,8
553CA1L0AB0M0C1F,1,FOLD,0,553,0,0,1,1,33,5,14
553CA1L0AB0M1C1F,1,FOLD,0,553,0,1,1,2,33,6,12
553CA1L0AB1M0C1F,1,FOLD,0,553,1,0,1,2,33,6,12
553CA1L0AB1M1C1F,1,FOLD,0,553,1,1,1,3,33,8,9
570CA0L0AB0M0C0E,0,EXPAND,0,570,0,0,0,1,34,5,34
570CA0L0AB0M1C0E,0,EXPAND,0,570,0,1,0,2,34,6,34
570CA0L0AB1M0C0E,0,EXPAND,0,570,1,0,0,2,34,6,34
570CA0L0AB1M1C0E,0,EXPAND,0,570,1,1,0,3,34,8,34
570CA0L0AB0M0C1E,0,EXPAND,0,570,0,0,1,1,34,6,34
570CA0L0AB0M1C1E,0,EXPAND,0,570,0,1,1,2,34,7,34
570CA0L0AB1M0C1E,0,EXPAND,0,570,1,0,1,2,34,7,34
570CA0L0AB1M1C1E,0,EXPAND,0,570,1,1,1,3,34,9,34
570CA1L0AB0M0C1E,1,EXPAND,0,570,0,0,1,1,34,5,34
570CA1L0AB0M1C1E,1,EXPAND,0,570,0,1,1,2,34,6,34
570CA1L0AB1M0C1E,1,EXPAND,0,570,1,0,1,2,34,6,34
570CA1L0AB1M1C1E,1,EXPAND,0,570,1,1,1,3,34,8,34
570CA0L0AB0M0C0F,0,FOLD,0,570,0,0,0,1,34,5,15
570CA0L0AB0M1C0F,0,FOLD,0,570,0,1,0,2,34,6,12
570CA0L0AB1M0C0F,0,FOLD,0,570,1,0,0,2,34,6,12
570CA0L0AB1M1C0F,0,FOLD,0,570,1,1,0,3,34,8,10
570CA0L0AB0M0C1F,0,FOLD,0,570,0,0,1,1,34,6,12
570CA0L0AB0M1C1F,0,FOLD,0,570,0,1,1,2,34,7,11
570CA0L0AB1M0C1F,0,FOLD,0,570,1,0,1,2,34,7,11
570CA0L0AB1M1C1F,0,FOLD,0,570,1,1,1,3,34,9,9
570CA1L0AB0M0C1F,1,FOLD,0,570,0,0,1,1,34,5,15
570CA1L0AB0M1C1F,1,FOLD,0,570,0,1,1,2,34,6,12
570CA1L0AB1M0C1F,1,FOLD,0,570,1,0,1,2,34,6,12
570CA1L0AB1M1C1F,1,FOLD,0,570,1,1,1,3,34,8,10
587CA0L0AB0M0C0E,0,EXPAND,0,587,0,0,0,1,35,5,35
587CA0L0AB0M1C0E,0,EXPAND,0,587,0,1,0,2,35,6,35
587CA0L0AB1M0C0E,0,EXPAND,0,587,1,0,0,2,35,6,35
587CA0L0AB1M1C0E,0,EXPAND,0,587,1,1,0,3,35,8,35
587CA0L0AB0M0C1E,0,EXPAND,0,587,0,0,1,1,35,6,35
587CA0L0AB0M1C1E,0,EXPAND,0,587,0,1,1,2,35,7,35
587CA0L0AB1M0C1E,0,EXPAND,0,587,1,0,1,2,35,7,35
587CA0L0AB1M1C1E,0,EXPAND,0,587,1,1,1,3,35,9,35
587CA1L0AB0M0C1E,1,EXPAND,0,587,0,0,1,1,35,5,35
587CA1L0AB0M1C1E,1,EXPAND,0,587,0,1,1,2,35,6,35
587CA1L0AB1M0C1E,1,EXPAND,0,587,1,0,1,2,35,6,35
587CA1L0AB1M1C1E,1,EXPAND,0,587,1,1,1,3,35,8,35
587CA0L0AB0M0C0F,0,FOLD,0,587,0,0,0,1,35,5,15
587CA0L0AB0M1C0F,0,FOLD,0,587,0,1,0,2,35,6,13
587CA0L0AB1M0C0F,0,FOLD,0,587,1,0,0,2,35,6,13
587CA0L0AB1M1C0F,0,FOLD,0,587,1,1,0,3,35,8,10
587CA0L0AB0M0C1F,0,FOLD,0,587,0,0,1,1,35,6,13
587CA0L0AB0M1C1F,0,FOLD,0,587,0,1,1,2,35,7,11
587CA0L0AB1M0C1F,0,FOLD,0,587,1,0,1,2,35,7,11
587CA0L0AB1M1C1F,0,FOLD,0,587,1,1,1,3,35,9,9
587CA1L0AB0M0C1F,1,FOLD,0,587,0,0,1,1,35,5,15
587CA1L0AB0M1C1F,1,FOLD,0,587,0,1,1,2,35,6,13
587CA1L0AB1M0C1F,1,FOLD,0,587,1,0,1,2,35,6,13
587CA1L0AB1M1C1F,1,FOLD,0,587,1,1,1,3,35,8,10
604CA0L0AB0M0C0E,0,EXPAND,0,604,0,0,0,1,36,5,36
604CA0L0AB0M1C0E,0,EXPAND,0,604,0,1,0,2,36,6,36
604CA0L0AB1M0C0E,0,EXPAND,0,604,1,0,0,2,36,6,36
604CA0L0AB1M1C0E,0,EXPAND,0,604,1,1,0,3,36,8,36
604CA0L0AB0M0C1E,0,EXPAND,0,604,0,0,1,1,36,6,36
604CA0L0AB0M1C1E,0,EXPAND,0,604,0,1,1,2,36,7,36
604CA0L0AB1M0C1E,0,EXPAND,0,604,1,0,1,2,36,7,36
604CA0L0AB1M1C1E,0,EXPAND,0,604,1,1,1,3,36,9,36
604CA1L0AB0M0C1E,1,EXPAND,0,604,0,0,1,1,36,5,36
604CA1L0AB0M1C1E,1,EXPAND,0,604,0,1,1,2,36,6,36
604CA1L0AB1M0C1E,1,EXPAND,0,604,1,0,1,2,36,6,36
604CA1L0AB1M1C1E,1,EXPAND,0,604,1,1,1,3,36,8,36
604CA0L0AB0M0C0F,0,FOLD,0,604,0,0,0,1,36,5,15
604CA0L0AB0M1C0F,0,FOLD,0,604,0,1,0,2,36,6,13
604CA0L0AB1M0C0F,0,FOLD,0,604,1,0,0,2,36,6,13
604CA0L0AB1M1C0F,0,FOLD,0,604,1,1,0,3,36,8,10
604CA0L0AB0M0C1F,0,FOLD,0,604,0,0,1,1,36,6,13
604CA0L0AB0M1C1F,0,FOLD,0,604,0,1,1,2,36,7,11
604CA0L0AB1M0C1F,0,FOLD,0,604,1,0,1,2,36,7,11
604CA0L0AB1M1C1F,0,FOLD,0,604,1,1,1,3,36,9,9
604CA1L0AB0M0C1F,1,FOLD,0,604,0,0,1,1,36,5,15
604CA1L0AB0M1C1F,1,FOLD,0,604,0,1,1,2,36,6,13
604CA1L0AB1M0C1F,1,FOLD,0,604,1,0,1,2,36,6,13
604CA1L0AB1M1C1F,1,FOLD,0,604,1,1,1,3,36,8,10
621CA0L0AB0M0C0E,0,EXPAND,0,621,0,0,0,1,37,5,37
621CA0L0AB0M1C0E,0,EXPAND,0,621,0,1,0,2,37,6,37
621CA0L0AB1M0C0E,0,EXPAND,0,621,1,0,0,2,37,6,37
621CA0L0AB1M1C0E,0,EXPAND,0,621,1,1,0,3,37,8,37
621CA0L0AB0M0C1E,0,EXPAND,0,621,0,0,1,1,37,6,37
621CA0L0AB0M1C1E,0,EXPAND,0,621,0,1,1,2,37,7,37
621CA0L0AB1M0C1E,0,EXPAND,0,621,1,0,1,2,37,7,37
621CA0L0AB1M1C1E,0,EXPAND,0,621,1,1,1,3,37,9,37
621CA1L0AB0M0C1E,1,EXPAND,0,621,0,0,1,1,37,5,37
621CA1L0AB0M1C1E,1,EXPAND,0,621,0,1,1,2,37,6,37
621CA1L0AB1M0C1E,1,EXPAND,0,621,1,0,1,2,37,6,37
621CA1L0AB1M1C1E,1,EXPAND,0,621,1,1,1,3,37,8,37
621CA0L0AB0M0C0F,0,FOLD,0,621,0,0,0,1,37,5,16
621CA0L0AB0M1C0F,0,FOLD,0,621,0,1,0,2,37,6,13
621CA0L0AB1M0C0F,0,FOLD,0,621,1,0,0,2,37,6,13
621CA0L0AB1M1C0F,0,FOLD,0,621,1,1,0,3,37,8,10
621CA0L0AB0M0C1F,0,FOLD,0,621,0,0,1,1,37,6,13
621CA0L0AB0M1C1F,0,FOLD,0,621,0,1,1,2,37,7,12
621CA0L0AB1M0C1F,0,FOLD,0,621,1,0,1,2,37,7,12
621CA0L0AB1M1C1F,0,FOLD,0,621,1,1,1,3,37,9,9
621CA1L0AB0M0C1F,1,FOLD,0,621,0,0,1,1,37,5,16
621CA1L0AB0M1C1F,1,FOLD,0,621,0,1,1,2,37,6,13
621CA1L0AB1M0C1F,1,FOLD,0,621,1,0,1,2,37,6,13
621CA1L0AB1M1C1F,1,FOLD,0,621,1,1,1,3,37,8,10
638CA0L0AB0M0C0E,0,EXPAND,0,638,0,0,0,1,38,5,38
638CA0L0AB0M1C0E,0,EXPAND,0,638,0,1,0,2,38,6,38
638CA0L0AB1M0C0E,0,EXPAND,0,638,1,0,0,2,38,6,38
638CA0L0AB1M1C0E,0,EXPAND,0,638,1,1,0,3,38,8,38
638CA0L0AB0M0C1E,0,EXPAND,0,638,0,0,1,1,38,6,38
638CA0L0AB0M1C1E,0,EXPAND,0,638,0,1,1,2,38,7,38
638CA0L0AB1M0C1E,0,EXPAND,0,638,1,0,1,2,38,7,38
638CA0L0AB1M1C1E,0,EXPAND,0,638,1,1,1,3,38,9,38
638CA1L0AB0M0C1E,1,EXPAND,0,638,0,0,1,1,38,5,38
638CA1L0AB0M1C1E,1,EXPAND,0,638,0,1,1,2,38,6,38
638CA1L0AB1M0C1E,1,EXPAND,0,638,1,0,1,2,38,6,38
638CA1L0AB1M1C1E,1,EXPAND,0,638,1,1,1,3,38,8,38
638CA0L0AB0M0C0F,0,FOLD,0,638,0,0,0,1,38,5,16
638CA0L0AB0M1C0F,0,FOLD,0,638,0,1,0,2,38,6,14
638CA0L0AB1M0C0F,0,FOLD,0,638,1,0,0,2,38,6,14
638CA0L0AB1M1C0F,0,FOLD,0,638,1,1,0,3,38,8,11
638CA0L0AB0M0C1F,0,FOLD,0,638,0,0,1,1,38,6,14
638CA0L0AB0M1C1F,0,FOLD,0,638,0,1,1,2,38,7,12
638CA0L0AB1M0C1F,0,FOLD,0,638,1,0,1,2,38,7,12
638CA0L0AB1M1C1F,0,FOLD,0,638,1,1,1,3,38,9,9
638CA1L0AB0M0C1F,1,FOLD,0,638,0,0,1,1,38,5,16
638CA1L0AB0M1C1F,1,FOLD,0,638,0,1,1,2,38,6,14
638CA1L0AB1M0C1F,1,FOLD,0,638,1,0,1,2,38,6,14
638CA1L0AB1M1C1F,1,FOLD,0,638,1,1,1,3,38,8,11
655CA0L0AB0M0C0E,0,EXPAND,0,655,0,0,0,1,39,5,39
655CA0L0AB0M1C0E,0,EXPAND,0,655,0,1,0,2,39,6,39
655CA0L0AB1M0C0E,0,EXPAND,0,655,1,0,0,2,39,6,39
655CA0L0AB1M1C0E,0,EXPAND,0,655,1,1,0,3,39,8,39
655CA0L0AB0M0C1E,0,EXPAND,0,655,0,0,1,1,39,6,39
655CA0L0AB0M1C1E,0,EXPAND,0,655,0,1,1,2,39,7,39
655CA0L0AB1M0C1E,0,EXPAND,0,655,1,0,1,2,39,7,39
655CA0L0AB1M1C1E,0,EXPAND,0,655,1,1,1,3,39,9,39
655CA1L0AB0M0C1E,1,EXPAND,0,655,0,0,1,1,39,5,39
655CA1L0AB0M1C1E,1,EXPAND,0,655,0,1,1,2,39,6,39
655CA1L0AB1M0C1E,1,EXPAND,0,655,1,0,1,2,39,6,39
