name,FREQUENCY_MHZ,CLOCK_CYCLES_1ST,CLOCK_CYCLES_NEXT,DSP,LUT,FF,TIME_1ST_US,TIME_NEXT_US,THROUGHPUT,DSP_AT,LUT_AT,FF_AT
162CA1L0AB1M1C1F,738.0,98,98,4,467,1080,0.132791327913279,0.132791327913279,7.53061224489796,0.531165311653117,62.0135501355014,143.414634146341
179CA0L0AB0M0C0E,433.333333,74,24,11,831,1654,0.170769230900592,0.0553846154272189,18.0555555416667,1.87846153990651,141.909230878392,282.452307909579
179CA0L0AB0M1C0E,562.5,85,25,11,840,2063,0.151111111111111,0.0444444444444444,22.5,1.66222222222222,126.933333333333,311.742222222222
179CA0L0AB1M0C0E,588.0,85,25,11,831,1986,0.144557823129252,0.0425170068027211,23.52,1.59013605442177,120.127551020408,287.091836734694
179CA0L0AB1M1C0E,600.0,106,26,11,1065,2231,0.176666666666667,0.0433333333333333,23.0769230769231,1.94333333333333,188.15,394.143333333333
179CA0L0AB0M0C1E,425.0,84,24,11,831,1263,0.197647058823529,0.0564705882352941,17.7083333333333,2.17411764705882,164.244705882353,249.628235294118
179CA0L0AB0M1C1E,612.0,95,25,11,1201,2153,0.155228758169935,0.0408496732026144,24.48,1.70751633986928,186.429738562092,334.207516339869
179CA0L0AB1M0C1E,625.0,95,25,11,1202,2178,0.152,0.04,25.0,1.672,182.704,331.056
179CA0L0AB1M1C1E,738.0,116,26,11,1029,2116,0.157181571815718,0.035230352303523,28.3846153846154,1.7289972899729,161.739837398374,332.59620596206
179CA1L0AB0M0C1E,425.0,74,24,11,933,1307,0.174117647058824,0.0564705882352941,17.7083333333333,1.91529411764706,162.451764705882,227.571764705882
179CA1L0AB0M1C1E,600.0,85,25,11,1035,1894,0.141666666666667,0.0416666666666667,24.0,1.55833333333333,146.625,268.316666666667
179CA1L0AB1M0C1E,625.0,85,25,11,1035,2040,0.136,0.04,25.0,1.496,140.76,277.44
179CA1L0AB1M1C1E,737.01923,106,26,11,1117,2490,0.143822570274048,0.0352772342181628,28.3468934615385,1.58204827301453,160.649810996112,358.11819998238
179CA0L0AB0M0C0F,433.333333,74,74,5,426,795,0.170769230900592,0.170769230900592,5.85585585135135,0.853846154502959,72.7476923636521,135.76153856597
179CA0L0AB0M1C0F,562.5,85,85,5,428,977,0.151111111111111,0.151111111111111,6.61764705882353,0.755555555555556,64.6755555555556,147.635555555556
179CA0L0AB1M0C0F,600.0,85,85,5,438,918,0.141666666666667,0.141666666666667,7.05882352941176,0.708333333333333,62.05,130.05
179CA0L0AB1M1C0F,587.0,106,106,4,441,792,0.180579216354344,0.180579216354344,5.5377358490566,0.722316865417376,79.6354344122658,143.018739352641
179CA0L0AB0M0C1F,425.0,84,84,5,425,639,0.197647058823529,0.197647058823529,5.05952380952381,0.988235294117647,84.0,126.296470588235
179CA0L0AB0M1C1F,616.0,95,95,4,480,911,0.154220779220779,0.154220779220779,6.48421052631579,0.616883116883117,74.025974025974,140.49512987013
179CA0L0AB1M0C1F,625.0,95,95,4,480,888,0.152,0.152,6.57894736842105,0.608,72.96,134.976
179CA0L0AB1M1C1F,738.0,116,116,3,342,717,0.157181571815718,0.157181571815718,6.36206896551724,0.471544715447154,53.7560975609756,112.69918699187
179CA1L0AB0M0C1F,433.333333,76,76,5,459,768,0.175384615519527,0.175384615519527,5.70175438157895,0.876923077597633,80.5015385234627,134.695384718996
179CA1L0AB0M1C1F,585.0,87,87,5,543,1084,0.148717948717949,0.148717948717949,6.72413793103448,0.743589743589744,80.7538461538462,161.210256410256
179CA1L0AB1M0C1F,625.0,87,87,5,542,1070,0.1392,0.1392,7.18390804597701,0.696,75.4464,148.944
179CA1L0AB1M1C1F,738.0,108,108,4,464,1119,0.146341463414634,0.146341463414634,6.83333333333333,0.585365853658537,67.9024390243902,163.756097560976
196CA0L0AB0M0C0E,433.333333,81,26,12,909,1775,0.186923077066864,0.0600000000461538,16.6666666538462,2.24307692480237,169.913077053779,331.788461793683
196CA0L0AB0M1C0E,550.0,93,27,12,909,2234,0.169090909090909,0.0490909090909091,20.3703703703704,2.02909090909091,153.703636363636,377.749090909091
196CA0L0AB1M0C0E,581.0,93,27,12,911,2193,0.160068846815835,0.0464716006884682,21.5185185185185,1.92082616179002,145.822719449225,351.030981067126
196CA0L0AB1M1C0E,576.0,116,28,12,1168,2344,0.201388888888889,0.0486111111111111,20.5714285714286,2.41666666666667,235.222222222222,472.055555555556
196CA0L0AB0M0C1E,433.333333,92,26,12,909,1361,0.212307692471006,0.0600000000461538,16.6666666538462,2.54769230965207,192.987692456144,288.950769453039
196CA0L0AB0M1C1E,600.0,104,27,12,1314,2237,0.173333333333333,0.045,22.2222222222222,2.08,227.76,387.746666666667
196CA0L0AB1M0C1E,625.0,104,27,12,1314,2501,0.1664,0.0432,23.1481481481481,1.9968,218.6496,416.1664
196CA0L0AB1M1C1E,738.0,127,28,12,1129,2338,0.172086720867209,0.037940379403794,26.3571428571429,2.0650406504065,194.285907859079,402.338753387534
196CA1L0AB0M0C1E,425.0,81,26,12,1020,1404,0.190588235294118,0.0611764705882353,16.3461538461538,2.28705882352941,194.4,267.585882352941
196CA1L0AB0M1C1E,588.0,93,27,12,1130,2091,0.158163265306122,0.0459183673469388,21.7777777777778,1.89795918367347,178.724489795918,330.719387755102
196CA1L0AB1M0C1E,625.0,93,27,12,1130,2205,0.1488,0.0432,23.1481481481481,1.7856,168.144,328.104
196CA1L0AB1M1C1E,738.0,116,28,12,1221,2691,0.157181571815718,0.037940379403794,26.3571428571429,1.88617886178862,191.918699186992,422.975609756098
196CA0L0AB0M0C0F,433.333333,81,81,6,503,960,0.186923077066864,0.186923077066864,5.3497942345679,1.12153846240118,94.0223077646326,179.446153984189
196CA0L0AB0M1C0F,562.5,93,93,5,425,996,0.165333333333333,0.165333333333333,6.04838709677419,0.826666666666667,70.2666666666667,164.672
196CA0L0AB1M0C0F,617.0,93,93,5,438,914,0.150729335494327,0.150729335494327,6.63440860215054,0.753646677471637,66.0194489465154,137.766612641815
196CA0L0AB1M1C0F,588.0,116,116,4,435,775,0.197278911564626,0.197278911564626,5.06896551724138,0.789115646258503,85.8163265306122,152.891156462585
196CA0L0AB0M0C1F,433.333333,92,92,5,425,631,0.212307692471006,0.212307692471006,4.71014492391304,1.06153846235503,90.2307693001775,133.966153949205
196CA0L0AB0M1C1F,625.0,104,104,4,481,854,0.1664,0.1664,6.00961538461539,0.6656,80.0384,142.1056
196CA0L0AB1M0C1F,625.0,104,104,4,481,910,0.1664,0.1664,6.00961538461539,0.6656,80.0384,151.424
196CA0L0AB1M1C1F,738.0,127,127,4,437,822,0.172086720867209,0.172086720867209,5.81102362204724,0.688346883468835,75.2018970189702,141.455284552846
196CA1L0AB0M0C1F,425.0,82,82,6,545,836,0.192941176470588,0.192941176470588,5.18292682926829,1.15764705882353,105.152941176471,161.298823529412
196CA1L0AB0M1C1F,588.0,95,95,5,543,998,0.16156462585034,0.16156462585034,6.18947368421053,0.807823129251701,87.7295918367347,161.241496598639
196CA1L0AB1M0C1F,625.0,95,95,5,543,1073,0.152,0.152,6.57894736842105,0.76,82.536,163.096
196CA1L0AB1M1C1F,738.0,118,118,4,461,1088,0.159891598915989,0.159891598915989,6.25423728813559,0.639566395663957,73.710027100271,173.962059620596
213CA0L0AB0M0C0E,433.333333,88,28,13,987,1929,0.203076923233136,0.0646153846650888,15.4761904642857,2.64000000203077,200.436923231105,391.73538491672
213CA0L0AB0M1C0E,550.0,101,29,13,1012,2403,0.183636363636364,0.0527272727272727,18.9655172413793,2.38727272727273,185.84,441.278181818182
213CA0L0AB1M0C0E,584.0,101,29,13,997,2317,0.172945205479452,0.0496575342465753,20.1379310344828,2.24828767123288,172.426369863014,400.71404109589
213CA0L0AB1M1C0E,581.0,126,30,13,1222,2510,0.216867469879518,0.0516351118760757,19.3666666666667,2.81927710843373,265.012048192771,544.33734939759
213CA0L0AB0M0C1E,425.0,100,28,13,987,1512,0.235294117647059,0.0658823529411765,15.1785714285714,3.05882352941176,232.235294117647,355.764705882353
213CA0L0AB0M1C1E,600.0,113,29,13,1426,2550,0.188333333333333,0.0483333333333333,20.6896551724138,2.44833333333333,268.563333333333,480.25
213CA0L0AB1M0C1E,625.0,113,29,13,1427,2716,0.1808,0.0464,21.551724137931,2.3504,258.0016,491.0528
213CA0L0AB1M1C1E,738.0,138,30,13,1242,2544,0.186991869918699,0.040650406504065,24.6,2.43089430894309,232.243902439024,475.707317073171
213CA1L0AB0M0C1E,433.333333,88,28,13,1106,1567,0.203076923233136,0.0646153846650888,15.4761904642857,2.64000000203077,224.603077095849,318.221538706324
213CA1L0AB0M1C1E,578.0,101,29,13,1225,2225,0.174740484429066,0.0501730103806228,19.9310344827586,2.27162629757785,214.057093425606,388.797577854671
213CA1L0AB1M0C1E,625.0,101,29,13,1225,2494,0.1616,0.0464,21.551724137931,2.1008,197.96,403.0304
213CA1L0AB1M1C1E,738.0,126,30,13,1326,3038,0.170731707317073,0.040650406504065,24.6,2.21951219512195,226.390243902439,518.682926829268
213CA0L0AB0M0C0F,433.333333,88,88,6,503,968,0.203076923233136,0.203076923233136,4.92424242045455,1.21846153939882,102.147692386267,196.578461689676
213CA0L0AB0M1C0F,550.0,101,101,5,427,981,0.183636363636364,0.183636363636364,5.44554455445545,0.918181818181818,78.4127272727273,180.147272727273
213CA0L0AB1M0C0F,600.0,101,101,5,439,1002,0.168333333333333,0.168333333333333,5.94059405940594,0.841666666666667,73.8983333333333,168.67
213CA0L0AB1M1C0F,574.0,126,126,4,441,774,0.219512195121951,0.219512195121951,4.55555555555556,0.878048780487805,96.8048780487805,169.90243902439
213CA0L0AB0M0C1F,433.333333,100,100,5,425,605,0.230769230946746,0.230769230946746,4.33333333,1.15384615473373,98.0769231523669,139.615384722781
213CA0L0AB0M1C1F,600.0,113,113,5,593,1083,0.188333333333333,0.188333333333333,5.30973451327434,0.941666666666667,111.681666666667,203.965
213CA0L0AB1M0C1F,625.0,113,113,5,594,1091,0.1808,0.1808,5.53097345132743,0.904,107.3952,197.2528
213CA0L0AB1M1C1F,738.0,138,138,4,445,882,0.186991869918699,0.186991869918699,5.34782608695652,0.747967479674797,83.2113821138211,164.926829268293
213CA1L0AB0M0C1F,433.333333,90,90,6,545,771,0.207692307852071,0.207692307852071,4.81481481111111,1.24615384711243,113.192307779379,160.130769353947
213CA1L0AB0M1C1F,600.0,103,103,5,543,1001,0.171666666666667,0.171666666666667,5.8252427184466,0.858333333333333,93.215,171.838333333333
213CA1L0AB1M0C1F,625.0,103,103,5,543,1054,0.1648,0.1648,6.06796116504854,0.824,89.4864,173.6992
213CA1L0AB1M1C1F,738.0,129,129,4,464,1031,0.17479674796748,0.17479674796748,5.72093023255814,0.699186991869919,81.1056910569106,180.215447154472
230CA0L0AB0M0C0E,433.333333,95,30,14,1065,2049,0.219230769399408,0.0692307692840237,14.4444444333333,3.06923077159172,233.48076941037,449.203846499388
230CA0L0AB0M1C0E,562.5,109,31,14,1069,2553,0.193777777777778,0.0551111111111111,18.1451612903226,2.71288888888889,207.148444444444,494.714666666667
230CA0L0AB1M0C0E,576.0,109,31,14,1067,2583,0.189236111111111,0.0538194444444444,18.5806451612903,2.64930555555556,201.914930555556,488.796875
230CA0L0AB1M1C0E,578.0,136,32,14,1337,2584,0.235294117647059,0.055363321799308,18.0625,3.29411764705882,314.588235294118,608.0
230CA0L0AB0M0C1E,433.333333,108,30,14,1065,1643,0.249230769422485,0.0692307692840237,14.4444444333333,3.48923077191479,265.430769434947,409.486154161143
230CA0L0AB0M1C1E,600.0,122,31,14,1534,2724,0.203333333333333,0.0516666666666667,19.3548387096774,2.84666666666667,311.913333333333,553.88
230CA0L0AB1M0C1E,625.0,122,31,14,1538,2937,0.1952,0.0496,20.1612903225806,2.7328,300.2176,573.3024
230CA0L0AB1M1C1E,738.0,149,32,14,1328,2836,0.20189701897019,0.043360433604336,23.0625,2.82655826558266,268.119241192412,572.579945799458
230CA1L0AB0M0C1E,425.0,95,30,14,1193,1607,0.223529411764706,0.0705882352941176,14.1666666666667,3.12941176470588,266.670588235294,359.211764705882
230CA1L0AB0M1C1E,577.0,109,31,14,1320,2389,0.188908145580589,0.0537261698440208,18.6129032258065,2.64471403812825,249.358752166378,451.301559792028
230CA1L0AB1M0C1E,625.0,109,31,14,1320,2634,0.1744,0.0496,20.1612903225806,2.4416,230.208,459.3696
230CA1L0AB1M1C1E,738.0,136,32,14,1430,3403,0.184281842818428,0.043360433604336,23.0625,2.57994579945799,263.523035230352,627.111111111111
230CA0L0AB0M0C0F,433.333333,95,95,7,581,1090,0.219230769399408,0.219230769399408,4.56140350526316,1.53461538579586,127.373077021056,238.961538645355
230CA0L0AB0M1C0F,574.0,109,109,6,513,1168,0.189895470383275,0.189895470383275,5.26605504587156,1.13937282229965,97.4163763066202,221.797909407665
230CA0L0AB1M0C0F,600.0,109,109,6,517,1090,0.181666666666667,0.181666666666667,5.5045871559633,1.09,93.9216666666667,198.016666666667
230CA0L0AB1M1C0F,576.0,136,136,5,533,901,0.236111111111111,0.236111111111111,4.23529411764706,1.18055555555556,125.847222222222,212.736111111111
230CA0L0AB0M0C1F,433.333333,108,108,6,503,728,0.249230769422485,0.249230769422485,4.01234567592593,1.49538461653491,125.36307701951,181.440000139569
230CA0L0AB0M1C1F,600.0,122,122,5,592,1085,0.203333333333333,0.203333333333333,4.91803278688525,1.01666666666667,120.373333333333,220.616666666667
230CA0L0AB1M0C1F,625.0,122,122,5,591,1103,0.1952,0.1952,5.12295081967213,0.976,115.3632,215.3056
230CA0L0AB1M1C1F,738.0,149,149,4,436,832,0.20189701897019,0.20189701897019,4.95302013422819,0.807588075880759,88.0271002710027,167.978319783198
230CA1L0AB0M0C1F,425.0,96,96,7,631,930,0.225882352941176,0.225882352941176,4.42708333333333,1.58117647058824,142.531764705882,210.070588235294
230CA1L0AB0M1C1F,585.0,111,111,6,638,1179,0.18974358974359,0.18974358974359,5.27027027027027,1.13846153846154,121.05641025641,223.707692307692
230CA1L0AB1M0C1F,625.0,111,111,6,638,1226,0.1776,0.1776,5.63063063063063,1.0656,113.3088,217.7376
230CA1L0AB1M1C1F,738.0,138,138,5,577,1390,0.186991869918699,0.186991869918699,5.34782608695652,0.934959349593496,107.894308943089,259.918699186992
247CA0L0AB0M0C0E,425.0,102,32,15,1143,2209,0.24,0.0752941176470588,13.28125,3.6,274.32,530.16
247CA0L0AB0M1C0E,550.0,117,33,15,1150,2754,0.212727272727273,0.06,16.6666666666667,3.19090909090909,244.636363636364,585.850909090909
247CA0L0AB1M0C0E,574.0,117,33,15,1143,2659,0.20383275261324,0.0574912891986063,17.3939393939394,3.05749128919861,232.980836236934,541.991289198606
247CA0L0AB1M1C0E,586.0,146,34,15,1427,2918,0.249146757679181,0.0580204778156997,17.2352941176471,3.73720136518771,355.532423208191,727.01023890785
247CA0L0AB0M0C1E,433.333333,116,32,15,1143,1746,0.267692307898225,0.0738461539029586,13.54166665625,4.01538461847337,305.972307927671,467.390769590301
247CA0L0AB0M1C1E,600.0,131,33,15,1647,2860,0.218333333333333,0.055,18.1818181818182,3.275,359.595,624.433333333333
247CA0L0AB1M0C1E,625.0,131,33,15,1651,3072,0.2096,0.0528,18.9393939393939,3.144,346.0496,643.8912
247CA0L0AB1M1C1E,738.0,160,34,15,1417,2982,0.21680216802168,0.046070460704607,21.7058823529412,3.2520325203252,307.208672086721,646.50406504065
247CA1L0AB0M0C1E,425.0,102,32,15,1278,1761,0.24,0.0752941176470588,13.28125,3.6,306.72,422.64
247CA1L0AB0M1C1E,583.0,117,33,15,1414,2555,0.200686106346484,0.0566037735849057,17.6666666666667,3.01029159519726,283.770154373928,512.753001715266
247CA1L0AB1M0C1E,625.0,117,33,15,1415,2752,0.1872,0.0528,18.9393939393939,2.808,264.888,515.1744
247CA1L0AB1M1C1E,738.0,146,34,15,1542,3552,0.197831978319783,0.046070460704607,21.7058823529412,2.96747967479675,305.056910569106,702.69918699187
247CA0L0AB0M0C0F,433.333333,102,102,7,581,1101,0.23538461556568,0.23538461556568,4.24836600980392,1.64769230895976,136.75846164366,259.158461737814
247CA0L0AB0M1C0F,562.5,117,117,6,504,1192,0.208,0.208,4.80769230769231,1.248,104.832,247.936
247CA0L0AB1M0C0F,615.0,117,117,6,510,1209,0.190243902439024,0.190243902439024,5.25641025641026,1.14146341463415,97.0243902439024,230.00487804878
247CA0L0AB1M1C0F,562.5,146,146,5,537,977,0.259555555555556,0.259555555555556,3.8527397260274,1.29777777777778,139.381333333333,253.585777777778
247CA0L0AB0M0C1F,425.0,116,116,6,503,776,0.272941176470588,0.272941176470588,3.66379310344828,1.63764705882353,137.289411764706,211.802352941176
247CA0L0AB0M1C1F,579.0,131,131,5,593,1064,0.226252158894646,0.226252158894646,4.41984732824428,1.13126079447323,134.167530224525,240.732297063903
