name,success,CLOCK_CYCLES_1ST
859CA0L0AB0M0C1E,SUCCESS,404
859CA0L0AB0M1C1E,SUCCESS,455
859CA0L0AB1M0C1E,SUCCESS,455
859CA0L0AB1M1C1E,SUCCESS,556
859CA1L0AB0M0C1E,SUCCESS,354
859CA1L0AB0M1C1E,SUCCESS,405
859CA1L0AB1M0C1E,SUCCESS,405
859CA1L0AB1M1C1E,SUCCESS,506
859CA0L0AB0M0C0F,SUCCESS,354
859CA0L0AB0M1C0F,SUCCESS,405
859CA0L0AB1M0C0F,SUCCESS,405
859CA0L0AB1M1C0F,SUCCESS,506
859CA0L0AB0M0C1F,SUCCESS,404
859CA0L0AB0M1C1F,SUCCESS,455
859CA0L0AB1M0C1F,SUCCESS,455
859CA0L0AB1M1C1F,SUCCESS,556
859CA1L0AB0M0C1F,SUCCESS,356
859CA1L0AB0M1C1F,SUCCESS,407
859CA1L0AB1M0C1F,SUCCESS,407
859CA1L0AB1M1C1F,SUCCESS,509
876CA0L0AB0M0C0E,SUCCESS,361
876CA0L0AB0M1C0E,SUCCESS,413
876CA0L0AB1M0C0E,SUCCESS,413
876CA0L0AB1M1C0E,SUCCESS,516
876CA0L0AB0M0C1E,SUCCESS,412
876CA0L0AB0M1C1E,SUCCESS,464
876CA0L0AB1M0C1E,SUCCESS,464
876CA0L0AB1M1C1E,SUCCESS,567
876CA1L0AB0M0C1E,SUCCESS,361
876CA1L0AB0M1C1E,SUCCESS,413
876CA1L0AB1M0C1E,SUCCESS,413
876CA1L0AB1M1C1E,SUCCESS,516
876CA0L0AB0M0C0F,SUCCESS,361
876CA0L0AB0M1C0F,SUCCESS,413
876CA0L0AB1M0C0F,SUCCESS,413
876CA0L0AB1M1C0F,SUCCESS,516
876CA0L0AB0M0C1F,SUCCESS,412
876CA0L0AB0M1C1F,SUCCESS,464
876CA0L0AB1M0C1F,SUCCESS,464
876CA0L0AB1M1C1F,SUCCESS,567
876CA1L0AB0M0C1F,SUCCESS,363
876CA1L0AB0M1C1F,SUCCESS,415
876CA1L0AB1M0C1F,SUCCESS,415
876CA1L0AB1M1C1F,SUCCESS,519
893CA0L0AB0M0C0E,SUCCESS,368
893CA0L0AB0M1C0E,SUCCESS,421
893CA0L0AB1M0C0E,SUCCESS,421
893CA0L0AB1M1C0E,SUCCESS,526
893CA0L0AB0M0C1E,SUCCESS,420
893CA0L0AB0M1C1E,SUCCESS,473
893CA0L0AB1M0C1E,SUCCESS,473
893CA0L0AB1M1C1E,SUCCESS,578
893CA1L0AB0M0C1E,SUCCESS,368
893CA1L0AB0M1C1E,SUCCESS,421
893CA1L0AB1M0C1E,SUCCESS,421
893CA1L0AB1M1C1E,SUCCESS,526
893CA0L0AB0M0C0F,SUCCESS,368
893CA0L0AB0M1C0F,SUCCESS,421
893CA0L0AB1M0C0F,SUCCESS,421
893CA0L0AB1M1C0F,SUCCESS,526
893CA0L0AB0M0C1F,SUCCESS,420
893CA0L0AB0M1C1F,SUCCESS,473
893CA0L0AB1M0C1F,SUCCESS,473
893CA0L0AB1M1C1F,SUCCESS,578
893CA1L0AB0M0C1F,SUCCESS,370
893CA1L0AB0M1C1F,SUCCESS,423
893CA1L0AB1M0C1F,SUCCESS,423
893CA1L0AB1M1C1F,SUCCESS,529
910CA0L0AB0M0C0E,SUCCESS,375
910CA0L0AB0M1C0E,SUCCESS,429
910CA0L0AB1M0C0E,SUCCESS,429
910CA0L0AB1M1C0E,SUCCESS,536
910CA0L0AB0M0C1E,SUCCESS,428
910CA0L0AB0M1C1E,SUCCESS,482
910CA0L0AB1M0C1E,SUCCESS,482
910CA0L0AB1M1C1E,SUCCESS,589
910CA1L0AB0M0C1E,SUCCESS,375
910CA1L0AB0M1C1E,SUCCESS,429
910CA1L0AB1M0C1E,SUCCESS,429
910CA1L0AB1M1C1E,SUCCESS,536
910CA0L0AB0M0C0F,SUCCESS,375
910CA0L0AB0M1C0F,SUCCESS,429
910CA0L0AB1M0C0F,SUCCESS,429
910CA0L0AB1M1C0F,SUCCESS,536
910CA0L0AB0M0C1F,SUCCESS,428
910CA0L0AB0M1C1F,SUCCESS,482
910CA0L0AB1M0C1F,SUCCESS,482
910CA0L0AB1M1C1F,SUCCESS,589
910CA1L0AB0M0C1F,SUCCESS,377
910CA1L0AB0M1C1F,SUCCESS,431
910CA1L0AB1M0C1F,SUCCESS,431
910CA1L0AB1M1C1F,SUCCESS,539
927CA0L0AB0M0C0E,SUCCESS,382
927CA0L0AB0M1C0E,SUCCESS,437
927CA0L0AB1M0C0E,SUCCESS,437
927CA0L0AB1M1C0E,SUCCESS,546
927CA0L0AB0M0C1E,SUCCESS,436
927CA0L0AB0M1C1E,SUCCESS,491
927CA0L0AB1M0C1E,SUCCESS,491
927CA0L0AB1M1C1E,SUCCESS,600
927CA1L0AB0M0C1E,SUCCESS,382
927CA1L0AB0M1C1E,SUCCESS,437
927CA1L0AB1M0C1E,SUCCESS,437
927CA1L0AB1M1C1E,SUCCESS,546
927CA0L0AB0M0C0F,SUCCESS,382
927CA0L0AB0M1C0F,SUCCESS,437
927CA0L0AB1M0C0F,SUCCESS,437
927CA0L0AB1M1C0F,SUCCESS,546
927CA0L0AB0M0C1F,SUCCESS,436
927CA0L0AB0M1C1F,SUCCESS,491
927CA0L0AB1M0C1F,SUCCESS,491
927CA0L0AB1M1C1F,SUCCESS,600
927CA1L0AB0M0C1F,SUCCESS,384
927CA1L0AB0M1C1F,SUCCESS,439
927CA1L0AB1M0C1F,SUCCESS,439
927CA1L0AB1M1C1F,SUCCESS,549
944CA0L0AB0M0C0E,SUCCESS,389
944CA0L0AB0M1C0E,SUCCESS,445
944CA0L0AB1M0C0E,SUCCESS,445
944CA0L0AB1M1C0E,SUCCESS,556
944CA0L0AB0M0C1E,SUCCESS,444
944CA0L0AB0M1C1E,SUCCESS,500
944CA0L0AB1M0C1E,SUCCESS,500
944CA0L0AB1M1C1E,SUCCESS,611
944CA1L0AB0M0C1E,SUCCESS,389
944CA1L0AB0M1C1E,SUCCESS,445
944CA1L0AB1M0C1E,SUCCESS,445
944CA1L0AB1M1C1E,SUCCESS,556
944CA0L0AB0M0C0F,SUCCESS,389
944CA0L0AB0M1C0F,SUCCESS,445
944CA0L0AB1M0C0F,SUCCESS,445
944CA0L0AB1M1C0F,SUCCESS,556
944CA0L0AB0M0C1F,SUCCESS,444
944CA0L0AB0M1C1F,SUCCESS,500
944CA0L0AB1M0C1F,SUCCESS,500
944CA0L0AB1M1C1F,SUCCESS,611
944CA1L0AB0M0C1F,SUCCESS,391
944CA1L0AB0M1C1F,SUCCESS,447
944CA1L0AB1M0C1F,SUCCESS,447
944CA1L0AB1M1C1F,SUCCESS,559
961CA0L0AB0M0C0E,SUCCESS,396
961CA0L0AB0M1C0E,SUCCESS,453
961CA0L0AB1M0C0E,SUCCESS,453
961CA0L0AB1M1C0E,SUCCESS,566
961CA0L0AB0M0C1E,SUCCESS,452
961CA0L0AB0M1C1E,SUCCESS,509
961CA0L0AB1M0C1E,SUCCESS,509
961CA0L0AB1M1C1E,SUCCESS,622
961CA1L0AB0M0C1E,SUCCESS,396
961CA1L0AB0M1C1E,SUCCESS,453
961CA1L0AB1M0C1E,SUCCESS,453
961CA1L0AB1M1C1E,SUCCESS,566
961CA0L0AB0M0C0F,SUCCESS,396
961CA0L0AB0M1C0F,SUCCESS,453
961CA0L0AB1M0C0F,SUCCESS,453
961CA0L0AB1M1C0F,SUCCESS,566
961CA0L0AB0M0C1F,SUCCESS,452
961CA0L0AB0M1C1F,SUCCESS,509
961CA0L0AB1M0C1F,SUCCESS,509
961CA0L0AB1M1C1F,SUCCESS,622
961CA1L0AB0M0C1F,SUCCESS,398
961CA1L0AB0M1C1F,SUCCESS,455
961CA1L0AB1M0C1F,SUCCESS,455
961CA1L0AB1M1C1F,SUCCESS,569
978CA0L0AB0M0C0E,SUCCESS,403
978CA0L0AB0M1C0E,SUCCESS,461
978CA0L0AB1M0C0E,SUCCESS,461
978CA0L0AB1M1C0E,SUCCESS,576
978CA0L0AB0M0C1E,SUCCESS,460
978CA0L0AB0M1C1E,SUCCESS,518
978CA0L0AB1M0C1E,SUCCESS,518
978CA0L0AB1M1C1E,SUCCESS,633
978CA1L0AB0M0C1E,SUCCESS,403
978CA1L0AB0M1C1E,SUCCESS,461
978CA1L0AB1M0C1E,SUCCESS,461
978CA1L0AB1M1C1E,SUCCESS,576
978CA0L0AB0M0C0F,SUCCESS,403
978CA0L0AB0M1C0F,SUCCESS,461
978CA0L0AB1M0C0F,SUCCESS,461
978CA0L0AB1M1C0F,SUCCESS,576
978CA0L0AB0M0C1F,SUCCESS,460
978CA0L0AB0M1C1F,SUCCESS,518
978CA0L0AB1M0C1F,SUCCESS,518
978CA0L0AB1M1C1F,SUCCESS,633
978CA1L0AB0M0C1F,SUCCESS,405
978CA1L0AB0M1C1F,SUCCESS,463
978CA1L0AB1M0C1F,SUCCESS,463
978CA1L0AB1M1C1F,SUCCESS,579
995CA0L0AB0M0C0E,SUCCESS,410
995CA0L0AB0M1C0E,SUCCESS,469
995CA0L0AB1M0C0E,SUCCESS,469
995CA0L0AB1M1C0E,SUCCESS,586
995CA0L0AB0M0C1E,SUCCESS,468
995CA0L0AB0M1C1E,SUCCESS,527
995CA0L0AB1M0C1E,SUCCESS,527
995CA0L0AB1M1C1E,SUCCESS,644
995CA1L0AB0M0C1E,SUCCESS,410
995CA1L0AB0M1C1E,SUCCESS,469
995CA1L0AB1M0C1E,SUCCESS,469
995CA1L0AB1M1C1E,SUCCESS,586
995CA0L0AB0M0C0F,SUCCESS,410
995CA0L0AB0M1C0F,SUCCESS,469
995CA0L0AB1M0C0F,SUCCESS,469
995CA0L0AB1M1C0F,SUCCESS,586
995CA0L0AB0M0C1F,SUCCESS,468
995CA0L0AB0M1C1F,SUCCESS,527
995CA0L0AB1M0C1F,SUCCESS,527
995CA0L0AB1M1C1F,SUCCESS,644
995CA1L0AB0M0C1F,SUCCESS,412
995CA1L0AB0M1C1F,SUCCESS,471
995CA1L0AB1M0C1F,SUCCESS,471
995CA1L0AB1M1C1F,SUCCESS,589
1012CA0L0AB0M0C0E,SUCCESS,417
1012CA0L0AB0M1C0E,SUCCESS,477
1012CA0L0AB1M0C0E,SUCCESS,477
1012CA0L0AB1M1C0E,SUCCESS,596
1012CA0L0AB0M0C1E,SUCCESS,476
1012CA0L0AB0M1C1E,SUCCESS,536
1012CA0L0AB1M0C1E,SUCCESS,536
1012CA0L0AB1M1C1E,SUCCESS,655
1012CA1L0AB0M0C1E,SUCCESS,417
1012CA1L0AB0M1C1E,SUCCESS,477
1012CA1L0AB1M0C1E,SUCCESS,477
1012CA1L0AB1M1C1E,SUCCESS,596
1012CA0L0AB0M0C0F,SUCCESS,417
1012CA0L0AB0M1C0F,SUCCESS,477
1012CA0L0AB1M0C0F,SUCCESS,477
1012CA0L0AB1M1C0F,SUCCESS,596
1012CA0L0AB0M0C1F,SUCCESS,476
1012CA0L0AB0M1C1F,SUCCESS,536
1012CA0L0AB1M0C1F,SUCCESS,536
1012CA0L0AB1M1C1F,SUCCESS,655
1012CA1L0AB0M0C1F,SUCCESS,419
1012CA1L0AB0M1C1F,SUCCESS,479
1012CA1L0AB1M0C1F,SUCCESS,479
1012CA1L0AB1M1C1F,SUCCESS,599
1029CA0L0AB0M0C0E,SUCCESS,424
1029CA0L0AB0M1C0E,SUCCESS,485
1029CA0L0AB1M0C0E,SUCCESS,485
1029CA0L0AB1M1C0E,SUCCESS,606
1029CA0L0AB0M0C1E,SUCCESS,484
1029CA0L0AB0M1C1E,SUCCESS,545
1029CA0L0AB1M0C1E,SUCCESS,545
1029CA0L0AB1M1C1E,SUCCESS,666
1029CA1L0AB0M0C1E,SUCCESS,424
1029CA1L0AB0M1C1E,SUCCESS,485
1029CA1L0AB1M0C1E,SUCCESS,485
1029CA1L0AB1M1C1E,SUCCESS,606
1029CA0L0AB0M0C0F,SUCCESS,424
1029CA0L0AB0M1C0F,SUCCESS,485
1029CA0L0AB1M0C0F,SUCCESS,485
1029CA0L0AB1M1C0F,SUCCESS,606
1029CA0L0AB0M0C1F,SUCCESS,484
1029CA0L0AB0M1C1F,SUCCESS,545
1029CA0L0AB1M0C1F,SUCCESS,545
1029CA0L0AB1M1C1F,SUCCESS,666
1029CA1L0AB0M0C1F,SUCCESS,426
1029CA1L0AB0M1C1F,SUCCESS,487
1029CA1L0AB1M0C1F,SUCCESS,487
1029CA1L0AB1M1C1F,SUCCESS,609
1046CA0L0AB0M0C0E,SUCCESS,431
1046CA0L0AB0M1C0E,SUCCESS,493
1046CA0L0AB1M0C0E,SUCCESS,493
1046CA0L0AB1M1C0E,SUCCESS,616
1046CA0L0AB0M0C1E,SUCCESS,492
1046CA0L0AB0M1C1E,SUCCESS,554
1046CA0L0AB1M0C1E,SUCCESS,554
1046CA0L0AB1M1C1E,SUCCESS,677
1046CA1L0AB0M0C1E,SUCCESS,431
1046CA1L0AB0M1C1E,SUCCESS,493
1046CA1L0AB1M0C1E,SUCCESS,493
1046CA1L0AB1M1C1E,SUCCESS,616
1046CA0L0AB0M0C0F,SUCCESS,431
1046CA0L0AB0M1C0F,SUCCESS,493
1046CA0L0AB1M0C0F,SUCCESS,493
1046CA0L0AB1M1C0F,SUCCESS,616
1046CA0L0AB0M0C1F,SUCCESS,492
1046CA0L0AB0M1C1F,SUCCESS,554
1046CA0L0AB1M0C1F,SUCCESS,554
1046CA0L0AB1M1C1F,SUCCESS,677
1046CA1L0AB0M0C1F,SUCCESS,433
1046CA1L0AB0M1C1F,SUCCESS,495
1046CA1L0AB1M0C1F,SUCCESS,495
1046CA1L0AB1M1C1F,SUCCESS,619
1063CA0L0AB0M0C0E,SUCCESS,438
1063CA0L0AB0M1C0E,SUCCESS,501
1063CA0L0AB1M0C0E,SUCCESS,501
1063CA0L0AB1M1C0E,SUCCESS,626
1063CA0L0AB0M0C1E,SUCCESS,500
1063CA0L0AB0M1C1E,SUCCESS,563
1063CA0L0AB1M0C1E,SUCCESS,563
1063CA0L0AB1M1C1E,SUCCESS,688
1063CA1L0AB0M0C1E,SUCCESS,438
1063CA1L0AB0M1C1E,SUCCESS,501
1063CA1L0AB1M0C1E,SUCCESS,501
1063CA1L0AB1M1C1E,SUCCESS,626
1063CA0L0AB0M0C0F,SUCCESS,438
1063CA0L0AB0M1C0F,SUCCESS,501
1063CA0L0AB1M0C0F,SUCCESS,501
1063CA0L0AB1M1C0F,SUCCESS,626
1063CA0L0AB0M0C1F,SUCCESS,500
1063CA0L0AB0M1C1F,SUCCESS,563
1063CA0L0AB1M0C1F,SUCCESS,563
1063CA0L0AB1M1C1F,SUCCESS,688
1063CA1L0AB0M0C1F,SUCCESS,440
1063CA1L0AB0M1C1F,SUCCESS,503
1063CA1L0AB1M0C1F,SUCCESS,503
1063CA1L0AB1M1C1F,SUCCESS,629
1080CA0L0AB0M0C0E,SUCCESS,445
1080CA0L0AB0M1C0E,SUCCESS,509
1080CA0L0AB1M0C0E,SUCCESS,509
1080CA0L0AB1M1C0E,SUCCESS,636
1080CA0L0AB0M0C1E,SUCCESS,508
1080CA0L0AB0M1C1E,SUCCESS,572
1080CA0L0AB1M0C1E,SUCCESS,572
1080CA0L0AB1M1C1E,SUCCESS,699
1080CA1L0AB0M0C1E,SUCCESS,445
1080CA1L0AB0M1C1E,SUCCESS,509
1080CA1L0AB1M0C1E,SUCCESS,509
1080CA1L0AB1M1C1E,SUCCESS,636
1080CA0L0AB0M0C0F,SUCCESS,445
1080CA0L0AB0M1C0F,SUCCESS,509
1080CA0L0AB1M0C0F,SUCCESS,509
1080CA0L0AB1M1C0F,SUCCESS,636
1080CA0L0AB0M0C1F,SUCCESS,508
1080CA0L0AB0M1C1F,SUCCESS,572
1080CA0L0AB1M0C1F,SUCCESS,572
1080CA0L0AB1M1C1F,SUCCESS,699
1080CA1L0AB0M0C1F,SUCCESS,447
1080CA1L0AB0M1C1F,SUCCESS,511
1080CA1L0AB1M0C1F,SUCCESS,511
1080CA1L0AB1M1C1F,SUCCESS,639
1097CA0L0AB0M0C0E,SUCCESS,452
1097CA0L0AB0M1C0E,SUCCESS,517
1097CA0L0AB1M0C0E,SUCCESS,517
1097CA0L0AB1M1C0E,SUCCESS,646
1097CA0L0AB0M0C1E,SUCCESS,516
1097CA0L0AB0M1C1E,SUCCESS,581
1097CA0L0AB1M0C1E,SUCCESS,581
1097CA0L0AB1M1C1E,SUCCESS,710
1097CA1L0AB0M0C1E,SUCCESS,452
1097CA1L0AB0M1C1E,SUCCESS,517
1097CA1L0AB1M0C1E,SUCCESS,517
1097CA1L0AB1M1C1E,SUCCESS,646
1097CA0L0AB0M0C0F,SUCCESS,452
1097CA0L0AB0M1C0F,SUCCESS,517
1097CA0L0AB1M0C0F,SUCCESS,517
1097CA0L0AB1M1C0F,SUCCESS,646
1097CA0L0AB0M0C1F,SUCCESS,516
1097CA0L0AB0M1C1F,SUCCESS,581
1097CA0L0AB1M0C1F,SUCCESS,581
1097CA0L0AB1M1C1F,SUCCESS,710
1097CA1L0AB0M0C1F,SUCCESS,454
1097CA1L0AB0M1C1F,SUCCESS,519
1097CA1L0AB1M0C1F,SUCCESS,519
1097CA1L0AB1M1C1F,SUCCESS,649
1114CA0L0AB0M0C0E,SUCCESS,459
1114CA0L0AB0M1C0E,SUCCESS,525
1114CA0L0AB1M0C0E,SUCCESS,525
1114CA0L0AB1M1C0E,SUCCESS,656
1114CA0L0AB0M0C1E,SUCCESS,524
1114CA0L0AB0M1C1E,SUCCESS,590
1114CA0L0AB1M0C1E,SUCCESS,590
1114CA0L0AB1M1C1E,SUCCESS,721
1114CA1L0AB0M0C1E,SUCCESS,459
1114CA1L0AB0M1C1E,SUCCESS,525
1114CA1L0AB1M0C1E,SUCCESS,525
1114CA1L0AB1M1C1E,SUCCESS,656
1114CA0L0AB0M0C0F,SUCCESS,459
1114CA0L0AB0M1C0F,SUCCESS,525
1114CA0L0AB1M0C0F,SUCCESS,525
1114CA0L0AB1M1C0F,SUCCESS,656
1114CA0L0AB0M0C1F,SUCCESS,524
1114CA0L0AB0M1C1F,SUCCESS,590
1114CA0L0AB1M0C1F,SUCCESS,590
1114CA0L0AB1M1C1F,SUCCESS,721
1114CA1L0AB0M0C1F,SUCCESS,461
1114CA1L0AB0M1C1F,SUCCESS,527
1114CA1L0AB1M0C1F,SUCCESS,527
1114CA1L0AB1M1C1F,SUCCESS,659
1131CA0L0AB0M0C0E,SUCCESS,466
1131CA0L0AB0M1C0E,SUCCESS,533
1131CA0L0AB1M0C0E,SUCCESS,533
1131CA0L0AB1M1C0E,SUCCESS,666
1131CA0L0AB0M0C1E,SUCCESS,532
1131CA0L0AB0M1C1E,SUCCESS,599
1131CA0L0AB1M0C1E,SUCCESS,599
1131CA0L0AB1M1C1E,SUCCESS,732
1131CA1L0AB0M0C1E,SUCCESS,466
1131CA1L0AB0M1C1E,SUCCESS,533
1131CA1L0AB1M0C1E,SUCCESS,533
1131CA1L0AB1M1C1E,SUCCESS,666
1131CA0L0AB0M0C0F,SUCCESS,466
1131CA0L0AB0M1C0F,SUCCESS,533
1131CA0L0AB1M0C0F,SUCCESS,533
1131CA0L0AB1M1C0F,SUCCESS,666
1131CA0L0AB0M0C1F,SUCCESS,532
1131CA0L0AB0M1C1F,SUCCESS,599
1131CA0L0AB1M0C1F,SUCCESS,599
1131CA0L0AB1M1C1F,SUCCESS,732
1131CA1L0AB0M0C1F,SUCCESS,468
1131CA1L0AB0M1C1F,SUCCESS,535
1131CA1L0AB1M0C1F,SUCCESS,535
1131CA1L0AB1M1C1F,SUCCESS,669
1148CA0L0AB0M0C0E,SUCCESS,473
1148CA0L0AB0M1C0E,SUCCESS,541
1148CA0L0AB1M0C0E,SUCCESS,541
1148CA0L0AB1M1C0E,SUCCESS,676
1148CA0L0AB0M0C1E,SUCCESS,540
1148CA0L0AB0M1C1E,SUCCESS,608
1148CA0L0AB1M0C1E,SUCCESS,608
1148CA0L0AB1M1C1E,SUCCESS,743
1148CA1L0AB0M0C1E,SUCCESS,473
1148CA1L0AB0M1C1E,SUCCESS,541
1148CA1L0AB1M0C1E,SUCCESS,541
1148CA1L0AB1M1C1E,SUCCESS,676
1148CA0L0AB0M0C0F,SUCCESS,473
1148CA0L0AB0M1C0F,SUCCESS,541
1148CA0L0AB1M0C0F,SUCCESS,541
1148CA0L0AB1M1C0F,SUCCESS,676
1148CA0L0AB0M0C1F,SUCCESS,540
1148CA0L0AB0M1C1F,SUCCESS,608
1148CA0L0AB1M0C1F,SUCCESS,608
1148CA0L0AB1M1C1F,SUCCESS,743
1148CA1L0AB0M0C1F,SUCCESS,475
1148CA1L0AB0M1C1F,SUCCESS,543
1148CA1L0AB1M0C1F,SUCCESS,543
1148CA1L0AB1M1C1F,SUCCESS,679
1165CA0L0AB0M0C0E,SUCCESS,480
1165CA0L0AB0M1C0E,SUCCESS,549
1165CA0L0AB1M0C0E,SUCCESS,549
1165CA0L0AB1M1C0E,SUCCESS,686
1165CA0L0AB0M0C1E,SUCCESS,548
1165CA0L0AB0M1C1E,SUCCESS,617
1165CA0L0AB1M0C1E,SUCCESS,617
1165CA0L0AB1M1C1E,SUCCESS,754
1165CA1L0AB0M0C1E,SUCCESS,480
1165CA1L0AB0M1C1E,SUCCESS,549
1165CA1L0AB1M0C1E,SUCCESS,549
1165CA1L0AB1M1C1E,SUCCESS,686
1165CA0L0AB0M0C0F,SUCCESS,480
1165CA0L0AB0M1C0F,SUCCESS,549
1165CA0L0AB1M0C0F,SUCCESS,549
1165CA0L0AB1M1C0F,SUCCESS,686
1165CA0L0AB0M0C1F,SUCCESS,548
1165CA0L0AB0M1C1F,SUCCESS,617
1165CA0L0AB1M0C1F,SUCCESS,617
1165CA0L0AB1M1C1F,SUCCESS,754
1165CA1L0AB0M0C1F,SUCCESS,482
1165CA1L0AB0M1C1F,SUCCESS,551
1165CA1L0AB1M0C1F,SUCCESS,551
1165CA1L0AB1M1C1F,SUCCESS,689
1182CA0L0AB0M0C0E,SUCCESS,487
1182CA0L0AB0M1C0E,SUCCESS,557
1182CA0L0AB1M0C0E,SUCCESS,557
1182CA0L0AB1M1C0E,SUCCESS,696
1182CA0L0AB0M0C1E,SUCCESS,556
1182CA0L0AB0M1C1E,SUCCESS,626
1182CA0L0AB1M0C1E,SUCCESS,626
1182CA0L0AB1M1C1E,SUCCESS,765
1182CA1L0AB0M0C1E,SUCCESS,487
1182CA1L0AB0M1C1E,SUCCESS,557
1182CA1L0AB1M0C1E,SUCCESS,557
1182CA1L0AB1M1C1E,SUCCESS,696
1182CA0L0AB0M0C0F,SUCCESS,487
1182CA0L0AB0M1C0F,SUCCESS,557
1182CA0L0AB1M0C0F,SUCCESS,557
1182CA0L0AB1M1C0F,SUCCESS,696
1182CA0L0AB0M0C1F,SUCCESS,556
1182CA0L0AB0M1C1F,SUCCESS,626
1182CA0L0AB1M0C1F,SUCCESS,626
1182CA0L0AB1M1C1F,SUCCESS,765
1182CA1L0AB0M0C1F,SUCCESS,489
1182CA1L0AB0M1C1F,SUCCESS,559
1182CA1L0AB1M0C1F,SUCCESS,559
1182CA1L0AB1M1C1F,SUCCESS,699
1199CA0L0AB0M0C0E,SUCCESS,494
1199CA0L0AB0M1C0E,SUCCESS,565
1199CA0L0AB1M0C0E,SUCCESS,565
1199CA0L0AB1M1C0E,SUCCESS,706
1199CA0L0AB0M0C1E,SUCCESS,564
1199CA0L0AB0M1C1E,SUCCESS,635
1199CA0L0AB1M0C1E,SUCCESS,635
1199CA0L0AB1M1C1E,SUCCESS,776
1199CA1L0AB0M0C1E,SUCCESS,494
1199CA1L0AB0M1C1E,SUCCESS,565
1199CA1L0AB1M0C1E,SUCCESS,565
1199CA1L0AB1M1C1E,SUCCESS,706
1199CA0L0AB0M0C0F,SUCCESS,494
1199CA0L0AB0M1C0F,SUCCESS,565
1199CA0L0AB1M0C0F,SUCCESS,565
1199CA0L0AB1M1C0F,SUCCESS,706
1199CA0L0AB0M0C1F,SUCCESS,564
1199CA0L0AB0M1C1F,SUCCESS,635
1199CA0L0AB1M0C1F,SUCCESS,635
1199CA0L0AB1M1C1F,SUCCESS,776
1199CA1L0AB0M0C1F,SUCCESS,496
1199CA1L0AB0M1C1F,SUCCESS,567
1199CA1L0AB1M0C1F,SUCCESS,567
1199CA1L0AB1M1C1F,SUCCESS,709
1216CA0L0AB0M0C0E,SUCCESS,501
1216CA0L0AB0M1C0E,SUCCESS,573
1216CA0L0AB1M0C0E,SUCCESS,573
1216CA0L0AB1M1C0E,SUCCESS,716
1216CA0L0AB0M0C1E,SUCCESS,572
1216CA0L0AB0M1C1E,SUCCESS,644
1216CA0L0AB1M0C1E,SUCCESS,644
1216CA0L0AB1M1C1E,SUCCESS,787
1216CA1L0AB0M0C1E,SUCCESS,501
1216CA1L0AB0M1C1E,SUCCESS,573
1216CA1L0AB1M0C1E,SUCCESS,573
1216CA1L0AB1M1C1E,SUCCESS,716
1216CA0L0AB0M0C0F,SUCCESS,501
1216CA0L0AB0M1C0F,SUCCESS,573
1216CA0L0AB1M0C0F,SUCCESS,573
1216CA0L0AB1M1C0F,SUCCESS,716
1216CA0L0AB0M0C1F,SUCCESS,572
1216CA0L0AB0M1C1F,SUCCESS,644
1216CA0L0AB1M0C1F,SUCCESS,644
1216CA0L0AB1M1C1F,SUCCESS,787
1216CA1L0AB0M0C1F,SUCCESS,503
1216CA1L0AB0M1C1F,SUCCESS,575
1216CA1L0AB1M0C1F,SUCCESS,575
1216CA1L0AB1M1C1F,SUCCESS,719
1233CA0L0AB0M0C0E,SUCCESS,508
1233CA0L0AB0M1C0E,SUCCESS,581
1233CA0L0AB1M0C0E,SUCCESS,581
1233CA0L0AB1M1C0E,SUCCESS,726
1233CA0L0AB0M0C1E,SUCCESS,580
1233CA0L0AB0M1C1E,SUCCESS,653
1233CA0L0AB1M0C1E,SUCCESS,653
1233CA0L0AB1M1C1E,SUCCESS,798
1233CA1L0AB0M0C1E,SUCCESS,508
1233CA1L0AB0M1C1E,SUCCESS,581
1233CA1L0AB1M0C1E,SUCCESS,581
1233CA1L0AB1M1C1E,SUCCESS,726
1233CA0L0AB0M0C0F,SUCCESS,508
1233CA0L0AB0M1C0F,SUCCESS,581
1233CA0L0AB1M0C0F,SUCCESS,581
1233CA0L0AB1M1C0F,SUCCESS,726
1233CA0L0AB0M0C1F,SUCCESS,580
1233CA0L0AB0M1C1F,SUCCESS,653
1233CA0L0AB1M0C1F,SUCCESS,653
1233CA0L0AB1M1C1F,SUCCESS,798
1233CA1L0AB0M0C1F,SUCCESS,510
1233CA1L0AB0M1C1F,SUCCESS,583
1233CA1L0AB1M0C1F,SUCCESS,583
1233CA1L0AB1M1C1F,SUCCESS,729
1250CA0L0AB0M0C0E,SUCCESS,515
1250CA0L0AB0M1C0E,SUCCESS,589
1250CA0L0AB1M0C0E,SUCCESS,589
1250CA0L0AB1M1C0E,SUCCESS,736
1250CA0L0AB0M0C1E,SUCCESS,588
1250CA0L0AB0M1C1E,SUCCESS,662
1250CA0L0AB1M0C1E,SUCCESS,662
1250CA0L0AB1M1C1E,SUCCESS,809
1250CA1L0AB0M0C1E,SUCCESS,515
1250CA1L0AB0M1C1E,SUCCESS,589
1250CA1L0AB1M0C1E,SUCCESS,589
1250CA1L0AB1M1C1E,SUCCESS,736
1250CA0L0AB0M0C0F,SUCCESS,515
1250CA0L0AB0M1C0F,SUCCESS,589
1250CA0L0AB1M0C0F,SUCCESS,589
1250CA0L0AB1M1C0F,SUCCESS,736
1250CA0L0AB0M0C1F,SUCCESS,588
1250CA0L0AB0M1C1F,SUCCESS,662
1250CA0L0AB1M0C1F,SUCCESS,662
